house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
38;132042;225826;160344;73083L00-
1;138514;224238;170123;73040D091
84;141825;220232;161439;73022K09-
31;76517;214787;173178;73001A182
56;138471;221971;171831;73040E112
28;138247;218696;166649;73009A019
3;65004;242818;186566;73107C101
23;144378;231245;175718;73006C001
25;65168;242589;186258;73107C101
122;141807;212613;158905;73022L000
14;65580;241747;167929;73066E00-
54;143925;238658;175771;73042A091
6;144552;230618;169974;73006M000
32;132209;225442;162531;73083B012
50;132036;226322;163492;73083A503
2;144433;230536;174878;73006A030
5;132190;228774;159610;73083K10-
10;143773;238617;174018;73042D012
50;144523;237593;171547;73006H00-
82;76425;213383;174232;73001A192
44;135083;218501;171657;73098A022
31;141830;215189;164028;73022F09-
5;144653;231177;170206;73006M000
13;143713;242353;178948;73042B032
62;138315;215431;166658;73009M00-
11;65385;237955;165640;73066F012
1;132348;225467;162396;73083B012
5;141287;227343;168050;73032D183
60;65585;242002;167564;73066E00-
4;138289;218399;166063;73009A00-
48;65197;243019;186008;73107C112
438;132377;227326;166906;73083D001
32;65128;246020;188474;73107E090
331;65246;246777;182905;73107G10-
18;76448;216719;173971;73001A034
18;138248;221777;164511;73009F00-
43;132087;227846;164252;73083A022
20;144253;234784;174914;73006F01-
3;132344;228399;162452;73083A472
20;143861;237538;175936;73042E00-
48;141345;228287;174065;73032A10-
34;143847;238253;173211;73042D00-
1;141848;215981;160444;73022A012
4;132350;224168;164466;73083P00-
130;143936;241952;175988;73042A112
10;144604;230406;174945;73006A030
49;138204;221563;169036;73009D012
22;144024;238856;174890;73042E11-
27;76499;215886;174175;73001A001
43;132150;225844;159895;73083L00-
30;143694;243383;179779;73042B022
10;76500;216018;173833;73001A001
13;144228;231227;176731;73006C011
25;141805;213962;161983;73022G082
61;65219;245812;188327;73107E090
35;138256;215110;167320;73009M00-
18;132134;227146;163441;73083A434
304;132223;231785;162922;73083G00-
8;135099;218559;170588;73098A191
4;141394;228243;170873;73032A023
6;76496;216760;174741;73001A012
194;132128;228789;164444;73083A112
32;132272;230887;162868;73083J000
6;138493;225269;169632;73040D091
30;65565;234832;167246;73066B00-
64;138305;221871;166669;73009E000
10;65250;244182;181989;73107G29-
611;64925;241040;182025;73107B0AP
408;65072;241510;185657;73107A330
29;144004;238791;173956;73042D012
11;141352;228545;171192;73032A023
7;138499;224609;170574;73040D00-
10;144549;230302;178647;73006A373
6;144566;235107;171094;73006J00-
13;132039;227803;164314;73083A022
142;76423;214516;175696;73001A291
20;132434;227746;163084;73083A401
581;132129;224989;166767;73083R00-
29;143690;243161;180245;73042B022
104;76393;219061;173561;73001A497
65;132286;226470;164347;73083A202
17;64870;242963;188367;73107D201
11;144660;235230;173637;73006G000
13;143873;240083;176377;73042A001
87;65228;244180;187175;73107D000
19;132178;231290;164020;73083G100
18;132366;226165;160528;73083L00-
10;144508;237520;171115;73006H00-
40;132262;227849;163626;73083A401
502;132137;229525;160001;73083K013
6;141316;228142;172041;73032A000
97;65163;242391;184967;73107A101
17;141739;214923;163590;73022F09-
49;132172;223602;159568;73083M00-
158;132173;225905;167283;73083C00-
25;76423;215554;176397;73001A211
14;76412;213872;173756;73001A101
57;132035;226124;163233;73083A592
1;141806;215891;160853;73022A001
71;143818;238199;176560;73042A042
10;141359;226120;169242;73032D00-
185;141854;215846;160219;73022A001
3;144437;228490;177428;73006B102
2;144504;227504;176484;73006B001
60;132391;227467;164512;73083A011
14;132209;225581;162402;73083B012
2;144290;233634;169986;73006L000
13;138351;219641;165746;73009A08-
14;144426;231714;176096;73006C001
14;138347;218789;166903;73009A019
13;141275;228427;170905;73032A023
41;144491;231393;177402;73006C011
7;143885;241833;178270;73042C012
10;144438;235062;174868;73006F01-
49;144679;232180;171866;73006N000
415;76423;212390;173418;73001A191
166;76475;213076;177483;73001A300
179;138224;220085;165731;73009A032
32;65580;241941;167979;73066E00-
23;143809;241334;175829;73042A112
47;144441;228214;177238;73006B102
10;65271;246497;182685;73107G10-
7;65002;242628;185622;73107A302
93;76527;217535;173869;73001A034
33;143817;238805;170541;73042D100
6;144262;230402;177001;73006A302
8;65556;236345;169942;73066C000
263;141764;217195;163355;73022E090
4;144569;230958;170480;73006M099
56;132320;224128;159039;73083M00-
26;132182;228342;164437;73083A132
134;141757;212543;159298;73022L000
48;138324;214302;167232;73009M00-
8;144529;231505;177143;73006C011
13;76390;215662;174380;73001A001
64;64916;242655;184492;73107A101
84;65048;242782;185800;73107A302
7;135112;216948;172083;73098A393
9;64881;242257;186311;73107A315
22;138447;224502;173270;73040C00-
39;65203;246816;188702;73107F000
17;143853;242020;176035;73042A112
16;143847;238351;173293;73042D00-
592;64925;241312;183239;73107B01-
64;65527;236903;164101;73066G100
5;76506;216454;174839;73001A0AA
70;143795;242334;178600;73042C001
29;65605;233823;165054;73066H00-
79;65163;242471;184907;73107A101
30;65503;238872;170271;73066C082
8;144286;230630;169502;73006M012
14;65025;243954;184447;73107A001
3;143897;239579;176651;73042A032
1;135087;216936;171089;73098A393
36;65072;242663;183965;73107A191
41;64956;243490;187286;73107D101
23;141398;228271;171477;73032A000
13;138479;222659;170552;73040E000
