house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
13;107039;32808;202390;38014B041
76;96189;30697;196284;38025A311
325;107091;26970;201445;38014A20-
2;107081;27030;201602;38014A21-
3;110560;29289;189162;38002D090
8;103015;25401;200694;38008A10-
30;102900;25336;200627;38008A10-
55;94500;35613;203970;38016A412
6;106666;28373;200069;38014A23-
58;103013;27631;198853;38008B091
27;96115;26435;190459;38025J00-
21;96227;30266;197135;38025A00-
39;96118;34468;196299;38025C09-
14;106742;27825;201845;38014A12-
4;102996;25157;199545;38008A02-
1;107212;31298;203020;38014B11-
25;106977;27378;201034;38014A21-
14;96152;30472;197729;38025A05-
13;96141;36091;197564;38025A19-
19;106944;27275;201659;38014A21-
19;94610;35800;204125;38016A412
16;106670;27308;199598;38014A23-
5;111293;32507;191082;38002A089
26;110546;27520;187600;38002C00-
71;94620;35706;204679;38016A42-
72;94620;35072;205429;38016A11-
32;102958;25352;199531;38008A02-
9;96033;35339;196487;38025C00-
42;102944;24557;199334;38008A052
22;96012;30869;196743;38025A030
533;106978;33972;204012;38014B262
27;106806;31677;203356;38014B11-
9;106814;31927;203827;38014B11-
2;110562;27021;180511;38002G11-
39;106952;26764;201173;38014A22-
1;106692;32131;203764;38014B11-
54;103026;25951;200784;38008A11-
7;96124;31191;197184;38025A030
40;107133;26894;200967;38014A22-
94;96189;30728;196144;38025A311
26;106955;29641;200901;38014A00-
19;107263;29961;201237;38014A00-
23;102925;25879;200239;38008A03-
27;96240;30984;195914;38025A311
46;102952;25763;197182;38008B01-
10;106895;27588;200548;38014A23-
38;94581;38347;200478;38016C09-
21;106665;27435;201224;38014A21-
1;106745;33534;204716;38014B21-
24;111331;33601;190463;38002A00-
12;110586;31307;185816;38002E00-
62;106763;29248;200841;38014A00-
7;107044;29672;200711;38014A00-
163;107091;27344;200767;38014A23-
307;107091;26997;201388;38014A20-
260;106978;33780;204127;38014B262
28;110566;27372;187553;38002C00-
28;106894;31791;203197;38014B11-
17;107232;28455;201937;38014A12-
18;96246;31450;197378;38025A10-
108;106934;27535;201974;38014A20-
11;106864;31338;201731;38014B02-
1;102954;25903;200743;38008A11-
43;107066;32559;202162;38014B01-
20;96238;30433;197028;38025A00-
100;103040;25784;200016;38008A03-
101;94608;37079;202983;38016A01-
28;94561;34359;205597;38016A10-
47;94524;34362;205082;38016A11-
7;96016;30352;197093;38025A00-
11;106889;30171;201575;38014A01-
323;106955;28561;202463;38014A10-
29;96249;31695;197892;38025A19-
39;107029;32745;203370;38014B03-
758;106978;34085;203982;38014B262
143;110546;29802;188648;38002D000
2;107233;27798;201991;38014A12-
4;94561;34733;205841;38016A10-
6;106734;29080;201909;38014A11-
244;106934;28168;202389;38014A10-
1;110531;29706;188476;38002D000
7;96068;30985;197415;38025A10-
135;106889;30298;201729;38014A01-
210;107180;28301;202256;38014A12-
30;103006;25692;197243;38008B032
23;110578;30891;186489;38002E09-
83;96080;30666;197279;38025A00-
90;94528;36868;203200;38016A02-
19;106916;28749;202527;38014A10-
64;107200;28157;202365;38014A10-
11;106858;31811;202801;38014B11-
8;106933;28752;201700;38014A12-
93;94547;36834;203699;38016A001
609;107220;33903;203277;38014B062
15;103070;26292;197891;38008B001
7;102960;24671;199491;38008A052
