house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
38;98731;73469;182685;37007A00-
62;84841;77486;188718;37015A411
55;104175;77838;179002;37010A032
6;95564;68435;192667;37018B00-
4;91393;65876;183770;37020A315
9;91387;68355;184169;37020A0PA
1;86913;79926;178139;37017A00-
10;92709;68547;188578;37020B00-
51;93790;70898;185527;37011A19-
13;93846;72111;187213;37011A022
146;104186;75410;179150;37010A02-
173;104214;75619;179011;37010A02-
75;84777;78955;184929;37015A0PA
4;98728;74131;182905;37007A00-
11;91392;68609;185950;37020A00-
314;86932;79982;178330;37017A00-
9;89962;83574;184592;37002A08-
3;91491;69270;186191;37020A0PA
6;86879;76500;176472;37017B0PN
11;89913;84095;180876;37002C000
63;84949;77623;187443;37015A03-
23;86894;76693;177261;37017B084
16;89858;82644;180263;37002D033
47;95721;73116;195622;37018A083
5;95791;68820;192459;37018B00-
307;98800;77857;183059;37007A39-
21;98680;73649;184240;37007A413
26;84651;76922;187862;37015A00-
69;98692;73850;183215;37007A03-
81;84811;83820;187547;37015D022
21;93746;74921;185651;37011A392
20;104205;78961;183873;37010A182
14;93853;72698;188061;37011A001
95;96849;80321;191905;37012A0PA
212;93790;70335;189522;37011B01-
17;91485;69906;183060;37020A0PA
10;92703;68117;188735;37020B00-
8;84805;76931;188927;37015A10-
16;91379;66803;184567;37020A081
37;95733;68543;192527;37018B00-
15;84798;75951;187832;37015A222
66;84895;77251;190434;37015A082
43;95652;77577;198645;37018A49-
184;86890;80928;179757;37017C08-
21;91437;66075;187219;37020A184
145;98800;74959;182568;37007A01-
57;96904;79032;196064;37012A10-
12;93756;72965;188128;37011A032
4;96910;81385;194179;37012A0PA
43;95633;73860;194637;37018A00-
9;104222;77844;178928;37010A001
51;95629;72133;194425;37018A01-
15;96872;81927;192277;37012A032
31;98822;74236;182561;37007A00-
102;95772;72860;194651;37018A00-
34;86849;81628;178980;37017C01-
42;84641;77809;191971;37015B000
16;91498;68069;186753;37020A01-
32;89927;83449;184237;37002A000
6;86949;81925;178791;37017C01-
19;84803;82463;189793;37015C00-
5;95728;72712;194476;37018A022
3;84712;77002;187446;37015A01-
2;84713;77379;188045;37015A422
57;93772;72346;187672;37011A001
3;91386;65854;183819;37020A315
24;95610;73240;194320;37018A00-
12;84795;76553;187980;37015A00-
33;86884;79919;177839;37017A00-
8;95793;75209;197097;37018A300
122;96907;81247;193181;37012A012
39;92667;68604;188379;37020B00-
6;91371;68280;182890;37020A081
23;93812;71850;188490;37011A091
6;98667;74018;181957;37007A091
87;98692;73674;183491;37007A081
21;95658;76264;195170;37018A10-
3;104142;79114;180911;37010A01-
8;92682;68600;189187;37020B00-
7;95759;74760;195924;37018A083
77;93806;72417;189841;37011B022
15;84672;78179;187553;37015A0PA
46;93850;72650;187584;37011A001
4;91373;68774;185175;37020A0PA
19;96825;81488;192291;37012A032
36;84867;77965;188125;37015A422
18;89938;80851;185712;37002A090
82;86862;76905;176100;37017B001
10;98815;73881;182938;37007A00-
12;89873;82008;180975;37002D000
11;104232;74529;178973;37010A091
28;96862;82356;193039;37012A001
295;86932;79690;178491;37017A02-
2;84652;76676;188307;37015A02-
5;93799;72810;185727;37011A081
21;95743;67174;191992;37018B08-
36;104126;78827;180502;37010A01-
110;98728;74688;183462;37007A04-
32;96875;81516;192452;37012A012
17;84676;77191;187537;37015A01-
28;95555;73661;197009;37018A3PA
35;89886;80114;185335;37002A090
26;98764;75650;184837;37007A5PA
47;84727;75436;188419;37015A11-
27;104161;78272;180005;37010A01-
10;89887;83169;184206;37002A000
30;86906;81473;178465;37017C00-
10;84897;77023;192387;37015B09-
6;84936;76467;187948;37015A201
12;95740;70038;194222;37018B10-
7;84812;75986;188374;37015A11-
39;84826;75528;187989;37015A11-
181;98800;75221;182624;37007A512
45;84780;82972;188811;37015D08-
35;93791;72483;187364;37011A001
40;96849;81197;192835;37012A012
34;89858;82743;180208;37002D033
2;86965;79527;178029;37017A00-
2;89859;84108;181399;37002C012
6;98703;74305;182937;37007A00-
81;84949;77773;187403;37015A03-
12;98757;70902;183910;37007A20-
39;89970;81561;180685;37002D000
8;95623;71139;195798;37018A29-
26;89956;83802;183810;37002A08-
2;84651;76849;187958;37015A00-
100;86862;76713;175880;37017B0PN
86;98735;75760;183159;37007A5PA
38;91503;67471;185827;37020A00-
58;95735;73777;195116;37018A00-
1;98672;74027;182743;37007A00-
29;93799;71189;185185;37011A081
17;104144;77654;179578;37010A001
92;84886;81214;186495;37015D09-
75;84839;77158;188121;37015A04-
12;104189;77527;179612;37010A001
7;84873;82208;189601;37015C00-
34;84809;76191;187609;37015A21-
27;98677;74258;182811;37007A00-
166;104146;76726;178390;37010A042
88;84727;75225;188488;37015A11-
19;104156;77186;178728;37010A001
3;84890;76779;188552;37015A02-
19;98723;74246;182351;37007A021
12;95699;70090;192491;37018B010
14;98678;74550;182810;37007A01-
16;84762;76946;191491;37015B09-
77;84955;76283;187792;37015A201
77;84661;76254;188653;37015A11-
105;98692;73534;184032;37007A413
3;89943;81779;180981;37002D000
30;95618;77462;198016;37018A49-
4;86845;80862;178484;37017C00-
20;95704;68980;194795;37018B190
57;96839;80364;193254;37012A0PA
95;91455;66228;184260;37020A315
45;96832;82809;193066;37012A0MA
60;95585;72771;195126;37018A00-
17;86850;77479;176445;37017B001
157;93790;70514;188858;37011A19-
22;91366;67967;186562;37020A01-
67;89906;81671;180901;37002D000
14;89968;81747;180611;37002D000
69;98786;71357;184006;37007A20-
15;84748;75977;187686;37015A0PA
3;91419;70369;185603;37020A0PA
81;86850;77834;176702;37017B001
41;84849;76609;188165;37015A00-
55;98819;75232;182898;37007A512
20;91486;68130;186460;37020A01-
21;98717;73726;182570;37007A00-
36;84649;76890;188146;37015A00-
20;84887;77375;186738;37015A31-
144;98728;74973;183899;37007A04-
18;92708;68352;188671;37020B00-
8;84953;77904;185791;37015A0MA
3;104136;77868;179583;37010A001
6;96866;81660;192718;37012A001
21;89911;84040;181158;37002C012
74;96873;81334;191712;37012A0PA
36;89916;82846;184563;37002A01-
1;84930;79814;191340;37015C09-
83;98723;74056;182440;37007A021
47;89886;79819;185574;37002A090
27;95741;68820;192352;37018B00-
12;84870;77704;187715;37015A03-
