cd_sector;tx_sector_descr_nl;tx_sector_descr_fr;cd_sub_munty;tx_sub_munty_nl;tx_sub_munty_fr;tx_munty_dstr;cd_munty_refnis;tx_munty_descr_nl;tx_munty_descr_fr;cd_dstr_refnis;tx_adm_dstr_descr_nl;tx_adm_dstr_descr_fr;cd_prov_refnis;tx_prov_descr_nl;tx_prov_descr_fr;cd_rgn_refnis;tx_rgn_descr_nl;tx_rgn_descr_fr;MDRC;NAME_FRE;NAME_DUT
33037E09-;ZANDVOORDE-VERSPREIDE BEWONING;ZANDVOORDE-VERSPREIDE BEWONING;33037E;ZANDVOORDE;ZANDVOORDE;;33037;Zonnebeke;Zonnebeke;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039A00-;KEMMEL-CENTRUM;KEMMEL-CENTRUM;33039A;KEMMEL;KEMMEL;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039A082;NOORDHOEK;NOORDHOEK;33039A;KEMMEL;KEMMEL;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039A091;BASSEIE - OOSTHOEK;BASSEIE - OOSTHOEK;33039A;KEMMEL;KEMMEL;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039B000;WIJTSCHATE-DORP;WIJTSCHATE-DORP;33039B;WIJTSCHATE;WIJTSCHATE;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039B090;MIDDELHOEK - KRUISSTRAATHOEK - KROONAARDHOEK;MIDDELHOEK - KRUISSTRAATHOEK - KROONAARDHOEK;33039B;WIJTSCHATE;WIJTSCHATE;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039B19-;LINDENHOEK;LINDENHOEK;33039B;WIJTSCHATE;WIJTSCHATE;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039B210;IEPERHOEK;IEPERHOEK;33039B;WIJTSCHATE;WIJTSCHATE;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039C002;WULVERGEM-DORP;WULVERGEM-DORP;33039C;WULVERGEM;WULVERGEM;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039C091;HOOGHOF;HOOGHOF;33039C;WULVERGEM;WULVERGEM;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039D00-;NIEUWKERKE - DORP;NIEUWKERKE - DORP;33039D;NIEUWKERKE;NIEUWKERKE;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039D082;DE SEULE - DE BROEKEN;DE SEULE - DE BROEKEN;33039D;NIEUWKERKE;NIEUWKERKE;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039D091;NOORDHOEK - KORTE PIJP;NOORDHOEK - KORTE PIJP;33039D;NIEUWKERKE;NIEUWKERKE;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039E00-;DRANOUTER-DORP;DRANOUTER-DORP;33039E;DRANOUTER;DRANOUTER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039E082;ZWARTEMOLEN;ZWARTEMOLEN;33039E;DRANOUTER;DRANOUTER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039E091;HILLE;HILLE;33039E;DRANOUTER;DRANOUTER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039E183;MONTEBERG;MONTEBERG;33039E;DRANOUTER;DRANOUTER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039F00-;LOKER-DORP;LOKER-DORP;33039F;LOKER;LOKER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039F082;ZAVELAAR - BRULOZE;ZAVELAAR - BRULOZE;33039F;LOKER;LOKER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039F091;GALOOIE;GALOOIE;33039F;LOKER;LOKER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039G00-;WESTOUTER-DORP;WESTOUTER-DORP;33039G;WESTOUTER;WESTOUTER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039G08-;BRABANT;BRABANT;33039G;WESTOUTER;WESTOUTER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039G09-;LANGE DREEF - BOESCHEEPSESTR.;LANGE DREEF - BOESCHEEPSESTR.;33039G;WESTOUTER;WESTOUTER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039G19-;ZWARTEBERG - RODEBERG;ZWARTEBERG - RODEBERG;33039G;WESTOUTER;WESTOUTER;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039H20-;DE KLIJTE-DORP;DE KLIJTE-DORP;33039H;DEEL RENINGELST;DEEL RENINGELST;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33039H290;DE KLIJTE - ROZENHILLE;DE KLIJTE - ROZENHILLE;33039H;DEEL RENINGELST;DEEL RENINGELST;;33039;Heuvelland;Heuvelland;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A001;LANGEMARK-CENTRUM;LANGEMARK-CENTRUM;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A012;CAYENNEHOEK;CAYENNEHOEK;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A023;LANGEMARK-CENTRUM-NOORD;LANGEMARK-CENTRUM-NOORD;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A09-;LANGEMARK-VERSPREIDE BEWONING;LANGEMARK-VERSPREIDE BEWONING;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A10-;SINT-JULIAAN-KERN;SINT-JULIAAN-KERN;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A18-;FORTUINHOEK;FORTUINHOEK;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A19-;SINT-JULIAAN-VERSPR. BEWONING;SINT-JULIAAN-VERSPR. BEWONING;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A200;MADONNA;MADONNA;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A21-;MANGELARE;MANGELARE;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040A290;MUNNEKEN - VELDHOEK;MUNNEKEN - VELDHOEK;33040A;LANGEMARK + DEEL ZONNEBEKE;LANGEMARK + DEEL ZONNEBEKE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040B00-;BIKSCHOTE-KERN;BIKSCHOTE-KERN;33040B;BIKSCHOTE;BIKSCHOTE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040B09-;BIKSCHOTE-VERSPREIDE BEWONNING;BIKSCHOTE-VERSPREIDE BEWONNING;33040B;BIKSCHOTE;BIKSCHOTE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040C00-;POELKAPELLE-KERN;POELKAPELLE-KERN;33040C;POELKAPELLE;POELKAPELLE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040C081;KORVERBEEK;KORVERBEEK;33040C;POELKAPELLE;POELKAPELLE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040C09-;POELKAPELLE-VERSPR. BEWONING;POELKAPELLE-VERSPR. BEWONING;33040C;POELKAPELLE;POELKAPELLE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040C19-;SCHAAPBALIE;SCHAAPBALIE;33040C;POELKAPELLE;POELKAPELLE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33040C212;'T VRIJBOS - STATIE;'T VRIJBOS - STATIE;33040C;POELKAPELLE;POELKAPELLE;;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33041A00-;OOSTVLETEREN-CENTRUM;OOSTVLETEREN-CENTRUM;33041A;OOSTVLETEREN;OOSTVLETEREN;;33041;Vleteren;Vleteren;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33041A08-;ELZENDAMME - VERSE BRUG;ELZENDAMME - VERSE BRUG;33041A;OOSTVLETEREN;OOSTVLETEREN;;33041;Vleteren;Vleteren;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33041A09-;BURGWEG;BURGWEG;33041A;OOSTVLETEREN;OOSTVLETEREN;;33041;Vleteren;Vleteren;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33041B000;WESTVLETEREN-DORP;WESTVLETEREN-DORP;33041B;WESTVLETEREN;WESTVLETEREN;;33041;Vleteren;Vleteren;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33041B09-;WESTVLETEREN-VERSPR. BEWONING;WESTVLETEREN-VERSPR. BEWONING;33041B;WESTVLETEREN;WESTVLETEREN;;33041;Vleteren;Vleteren;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33041C00-;WOESTEN-DORP;WOESTEN-DORP;33041C;WOESTEN;WOESTEN;;33041;Vleteren;Vleteren;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33041C010;KRUISSTRAAT;KRUISSTRAAT;33041C;WOESTEN;WOESTEN;;33041;Vleteren;Vleteren;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33041C080;BLAUWEPOORT - GROENESTRAAT;BLAUWEPOORT - GROENESTRAAT;33041C;WOESTEN;WOESTEN;;33041;Vleteren;Vleteren;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
33041C09-;KOEKUIT - STEENSTRAAT;KOEKUIT - STEENSTRAAT;33041C;WOESTEN;WOESTEN;;33041;Vleteren;Vleteren;33000;Arrondissement Ieper;Arrondissement d’Ypres;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002A001;ANZEGEM-CENTRUM;ANZEGEM-CENTRUM;34002A;ANZEGEM;ANZEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002A01-;ANZEGEM - STATION;ANZEGEM - STATION;34002A;ANZEGEM;ANZEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002A022;KRUISWEG;KRUISWEG;34002A;ANZEGEM;ANZEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002A082;HEUNTJESHOEK - HEMSRODE - WEERDRIES;HEUNTJESHOEK - HEMSRODE - WEERDRIES;34002A;ANZEGEM;ANZEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002A091;STERHOEK - STEENWEG OP VICHTE EEGALSTRAAT;STERHOEK - STEENWEG OP VICHTE EEGALSTRAAT;34002A;ANZEGEM;ANZEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002A10-;HEIRWEG;HEIRWEG;34002A;ANZEGEM;ANZEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002A182;ZILVERBERG - STEENBRUGGE;ZILVERBERG - STEENBRUGGE;34002A;ANZEGEM;ANZEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002A191;DIEPGROND;DIEPGROND;34002A;ANZEGEM;ANZEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002B002;GIJZELBRECHTEGEM-KERN;GIJZELBRECHTEGEM-KERN;34002B;GIJZELBRECHTEGEM;GIJZELBRECHTEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002B091;GIJZELBRECHTEGEM-VERSPR. BEW.;GIJZELBRECHTEGEM-VERSPR. BEW.;34002B;GIJZELBRECHTEGEM;GIJZELBRECHTEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002C00-;KASTER-DORP;KASTER-DORP;34002C;KASTER;KASTER;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002C082;VARENT - KOOLSTRAAT;VARENT - KOOLSTRAAT;34002C;KASTER;KASTER;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002C091;BROEKSTRAAT - BASSEGEM;BROEKSTRAAT - BASSEGEM;34002C;KASTER;KASTER;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002D00-;TIEGEM-DORP;TIEGEM-DORP;34002D;TIEGEM;TIEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002D08-;KOUTER;KOUTER;34002D;TIEGEM;TIEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002D09-;BERG;BERG;34002D;TIEGEM;TIEGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002E00-;INGOOIGEM-DORP;INGOOIGEM-DORP;34002E;INGOOIGEM;INGOOIGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002E012;HOOGVELD;HOOGVELD;34002E;INGOOIGEM;INGOOIGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002E083;WAASHOEK;WAASHOEK;34002E;INGOOIGEM;INGOOIGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002E091;HULSBOS - VOSSENHOEK;HULSBOS - VOSSENHOEK;34002E;INGOOIGEM;INGOOIGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002E112;KLIJTBERG;KLIJTBERG;34002E;INGOOIGEM;INGOOIGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002E191;ENGELHOEK;ENGELHOEK;34002E;INGOOIGEM;INGOOIGEM;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F001;VICHTE - PLAATS;VICHTE - PLAATS;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F011;KLIJTBERG;KLIJTBERG;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F02-;OLEKENBOS;OLEKENBOS;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F032;NIEUW CENTRUM;NIEUW CENTRUM;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F042;KNOK - DELFINE VANHAUTTESTRAAT;KNOK - DELFINE VANHAUTTESTRAAT;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F052;KLIJTBERG;KLIJTBERG;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F08-;DIESVELT;DIESVELT;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F0AA;SCHALIËNHOF;SCHALIËNHOF;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F0PA;KNOKSTRAAT;KNOKSTRAAT;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34002F193;WIJNSBERG;WIJNSBERG;34002F;VICHTE;VICHTE;;34002;Anzegem;Anzegem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34003A00-;AVELGEM-CENTRUM;AVELGEM-CENTRUM;34003A;AVELGEM*& DEEL KLUISBERGEN;AVELGEM*& DEEL KLUISBERGEN;;34003;Avelgem;Avelgem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34003A011;TUINWIJK;TUINWIJK;34003A;AVELGEM*& DEEL KLUISBERGEN;AVELGEM*& DEEL KLUISBERGEN;;34003;Avelgem;Avelgem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34003A021;HUTTEGEM;HUTTEGEM;34003A;AVELGEM*& DEEL KLUISBERGEN;AVELGEM*& DEEL KLUISBERGEN;;34003;Avelgem;Avelgem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
34003A03-;LEYNSEELSTRAAT;LEYNSEELSTRAAT;34003A;AVELGEM*& DEEL KLUISBERGEN;AVELGEM*& DEEL KLUISBERGEN;;34003;Avelgem;Avelgem;34000;Arrondissement Kortrijk;Arrondissement de Courtrai;30000;Provincie West-Vlaanderen;Province de Flandre occidentale;02000;Vlaams Gewest;Région flamande;;;
