cd_sector;tx_sector_descr_nl;tx_sector_descr_fr;cd_sub_munty;tx_sub_munty_nl;tx_sub_munty_fr;tx_munty_dstr;cd_munty_refnis;tx_munty_descr_nl;tx_munty_descr_fr;cd_dstr_refnis;tx_adm_dstr_descr_nl;tx_adm_dstr_descr_fr;cd_prov_refnis;tx_prov_descr_nl;tx_prov_descr_fr;cd_rgn_refnis;tx_rgn_descr_nl;tx_rgn_descr_fr;MDRC;NAME_FRE;NAME_DUT
11001A00-;AARTSELAAR-CENTRUM;AARTSELAAR-CENTRUM;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A01-;DE LEEUWERIK;DE LEEUWERIK;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A020;BUERSTEDE;BUERSTEDE;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A030;YSSELAAR;YSSELAAR;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A042;KLEINE GRIPPE;KLEINE GRIPPE;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A052;LEUG;LEUG;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A063;TEN DORPE;TEN DORPE;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A074;BRUINEN BAARD;BRUINEN BAARD;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A091;KLEISTRAAT - OEVER;KLEISTRAAT - OEVER;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A0MA;ZINKVAL;ZINKVAL;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A0PA;CLEYDAEL-KASTEEL;CLEYDAEL-KASTEEL;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A10-;'T HEIKEN;'T HEIKEN;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A173;NOTELAAN;NOTELAAN;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A190;DE REUKENS;DE REUKENS;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A20-;DE KOEKOEK;DE KOEKOEK;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11001A21-;VIERPALEN;VIERPALEN;11001A;AARTSELAAR;AARTSELAAR;;11001;Aartselaar;Aartselaar;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
1100212MQ;STABROEK;STABROEK;110021;WIJZIGING VAN GEMEENTEGRENS;WIJZIGING VAN GEMEENTEGRENS;BERENDRECHT_ZANDVLIET_LILLO;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A00-;ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN );ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN );11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A01-;KLAPDORP - BROUWERSVLIET;KLAPDORP - BROUWERSVLIET;11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A02-;GROENPLAATS (SPAANSE WALLEN);GROENPLAATS (SPAANSE WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A03-;HOOGSTRAAT (SPAANSE WALLEN);HOOGSTRAAT (SPAANSE WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A04-;OUDAAN (SPAANSE WALLEN);OUDAAN (SPAANSE WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A05-;GEVANGENIS (SPAANSE WALLEN);GEVANGENIS (SPAANSE WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A081;SCHELDEKADEN NOORD;SCHELDEKADEN NOORD;11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A10-;MEIR - LEYSSTRAAT (SP. WALLEN);MEIR - LEYSSTRAAT (SP. WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A11-;KIPDORP-ST.-JACOBS (SP.WALLEN);KIPDORP-ST.-JACOBS (SP.WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A12-;K.N.S.-NAT. BANK (SP. WALLEN);K.N.S.-NAT. BANK (SP. WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A13-;STADSWAAG-BEGIJNHOF(SP.WALLEN);STADSWAAG-BEGIJNHOF(SP.WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A14-;TABAKSVEST (SPAANSE WALLEN);TABAKSVEST (SPAANSE WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A15-;HESSENHUIS (SPAANSE WALLEN);HESSENHUIS (SPAANSE WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A21-;ST.-ANDRIES (SPAANSE WALLEN);ST.-ANDRIES (SPAANSE WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002A22-;ST.-MICHIELSKAAI (SP. WALLEN);ST.-MICHIELSKAAI (SP. WALLEN);11002A;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;1-2-3-4 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B701;LINKEROEVER-ZUID (LINKEROEVER);LINKEROEVER-ZUID (LINKEROEVER);11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B71-;LINKEROEVER - STATION;LINKEROEVER - STATION;11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B721;LINKEROEVER-NOORD;LINKEROEVER-NOORD;11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B73-;ST.-ANNA (LINKEROEVER);ST.-ANNA (LINKEROEVER);11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B742;THOENETLAAN (LINKEROEVER);THOENETLAAN (LINKEROEVER);11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B752;GLORIANTLAAN (LINKEROEVER);GLORIANTLAAN (LINKEROEVER);11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B782;GALGEWEEL (LINKEROEVER);GALGEWEEL (LINKEROEVER);11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B791;ST.-ANNABOS (LINKEROEVER );ST.-ANNABOS (LINKEROEVER );11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B813;BLANCEFLOERLAAN  (LINKEROEVER);BLANCEFLOERLAAN  (LINKEROEVER);11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002B824;CHARLES DE COSTERLAAN(L.OEVER);CHARLES DE COSTERLAAN(L.OEVER);11002B;LINKEROEVER;LINKEROEVER;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C20-;STATIEKWARTIER (STATIONSWIJK);STATIEKWARTIER (STATIONSWIJK);11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C21-;ATHENEUM (STATIONSWIJK);ATHENEUM (STATIONSWIJK);11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C22-;DE CONINCPLEIN-Z.(STATIONSW.);DE CONINCPLEIN-Z.(STATIONSW.);11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C23-;OFFERANDESTRAAT(STATIONSWIJK );OFFERANDESTRAAT(STATIONSWIJK );11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C24-;PROVINCIESTRAAT(STATIONSWIJK );PROVINCIESTRAAT(STATIONSWIJK );11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C25-;PELIKAANSTRAAT (STATIONSWIJK );PELIKAANSTRAAT (STATIONSWIJK );11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C28-;STATION - ZOO (STATIONSWIJK );STATION - ZOO (STATIONSWIJK );11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C29-;STADSPARK (STATIONSWIJK );STADSPARK (STATIONSWIJK );11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C31-;JEZUITENCOLLEGE(STATIONSWIJK );JEZUITENCOLLEGE(STATIONSWIJK );11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C41-;DAMBRUGGESTRAAT-N.(STATIONSW.);DAMBRUGGESTRAAT-N.(STATIONSW.);11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C42-;DE ZAVEL (NOORDWIJK );DE ZAVEL (NOORDWIJK );11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C43-;ST.-WILLEBRORDUS (NOORDWIJK );ST.-WILLEBRORDUS (NOORDWIJK );11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C44-;POTGIETERSTRAAT (NOORDWIJK);POTGIETERSTRAAT (NOORDWIJK);11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C45-;STUIVENBERG ZIEKENHUIS(NOORDW);STUIVENBERG ZIEKENHUIS(NOORDW);11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002C491;SCHIJNPOORT (DAM-SCHIJNPOORT );SCHIJNPOORT (DAM-SCHIJNPOORT );11002C;5-6 ADMINISTR. WIJK OF DISTR.;5-6 ADMINISTR. WIJK OF DISTR.;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002D30-;CHARLOTTALEI (OOSTWIJK);CHARLOTTALEI (OOSTWIJK);11002D;7 ADMINISTR. WIJK OF DISTRICT;7 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002D31-;ASTRID BAD (OOSTWIJK);ASTRID BAD (OOSTWIJK);11002D;7 ADMINISTR. WIJK OF DISTRICT;7 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002D32-;ST.-VINCENTIUS (OOSTWIJK);ST.-VINCENTIUS (OOSTWIJK);11002D;7 ADMINISTR. WIJK OF DISTRICT;7 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002D33-;STADSPARK-ZUID (OOSTWIJK);STADSPARK-ZUID (OOSTWIJK);11002D;7 ADMINISTR. WIJK OF DISTRICT;7 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002D34-;DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK);DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK);11002D;7 ADMINISTR. WIJK OF DISTRICT;7 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002D35-;VAN DIEPENBEECKSTR. (OOSTWIJK);VAN DIEPENBEECKSTR. (OOSTWIJK);11002D;7 ADMINISTR. WIJK OF DISTRICT;7 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002D38-;GAS (OOSTWIJK);GAS (OOSTWIJK);11002D;7 ADMINISTR. WIJK OF DISTRICT;7 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002D41-;STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK);STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK);11002D;7 ADMINISTR. WIJK OF DISTRICT;7 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002D42-;LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK);LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK);11002D;7 ADMINISTR. WIJK OF DISTRICT;7 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002E122;WAALSE KAAI (ZUIDWIJK);WAALSE KAAI (ZUIDWIJK);11002E;8 ADMINISTR. WIJK OF DISTRICT;8 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002E131;VLAAMSE KAAI (ZUIDWIJK);VLAAMSE KAAI (ZUIDWIJK);11002E;8 ADMINISTR. WIJK OF DISTRICT;8 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002E14-;MUSEUMWIJK (ZUIDWIJK);MUSEUMWIJK (ZUIDWIJK);11002E;8 ADMINISTR. WIJK OF DISTRICT;8 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002E15-;GERECHTSHOF (ZUIDWIJK);GERECHTSHOF (ZUIDWIJK);11002E;8 ADMINISTR. WIJK OF DISTRICT;8 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002E19-;OUDE SCHIPPERSDOKKEN(ZUIDWIJK);OUDE SCHIPPERSDOKKEN(ZUIDWIJK);11002E;8 ADMINISTR. WIJK OF DISTRICT;8 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002E50-;BELL (ZUIDWIJK);BELL (ZUIDWIJK);11002E;8 ADMINISTR. WIJK OF DISTRICT;8 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002E521;LANGE ELZENSTRAAT (ZUIDWIJK);LANGE ELZENSTRAAT (ZUIDWIJK);11002E;8 ADMINISTR. WIJK OF DISTRICT;8 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
11002E53-;TROONPLAATS (ZUIDWIJK);TROONPLAATS (ZUIDWIJK);11002E;8 ADMINISTR. WIJK OF DISTRICT;8 ADMINISTR. WIJK OF DISTRICT;ANTWERPEN;11002;Antwerpen;Anvers;11000;Arrondissement Antwerpen;Arrondissement d’Anvers;10000;Provincie Antwerpen;Province d’Anvers;02000;Vlaams Gewest;Région flamande;;;
