street_id_phaco;postal_id;street_FINAL_detected;langue_FINAL_detected;nom_propre_abv;mid_num;mid_x_31370;mid_y_31370;mid_cd_sector
51002;7011;Rue des Glaïeuls;FR;NA;14;118557;128979;53053D243
51003;7011;Rue des Géraniums;FR;NA;13;118679;128980;53053D243
51004;7011;Rue du Fiesty;FR;NA;6;117495;131383;53053D19-
51005;7011;Rue de Douvrain;FR;NA;28;115683;129347;53053D073
51006;7011;Rue du Festinoy;FR;NA;34;118870;128617;53053D250
51007;7011;Avenue Isabelle Blume;FR;NA;NA;NA;NA;NA
51008;7011;Rue des Gorges;FR;NA;2;117806;129376;53053D212
51009;7011;Rue du Fort;FR;NA;10;118742;128546;53053D250
51010;7011;Clos Juan Bury;FR;NA;4;117898;130446;53053D101
51011;7011;Rue de l'Orbette;FR;NA;1;116423;130509;53053D17-
51012;7011;Rue Charles Perin;FR;NA;14;117763;129111;53053D201
51013;7011;Ruelle Pecquet;FR;NA;13;117572;130245;53053D101
51014;7011;Clos des Puits;FR;NA;6;116806;129006;53053D052
51015;7011;Rue Circulaire;FR;NA;21;115563;129136;53053D073
51016;7011;Rue Simonon;FR;NA;14;116951;129632;53053D000
51017;7011;Rue Sohier;FR;NA;11;118079;128813;53053D222
51018;7011;Clos de l'Herbette;FR;NA;10;116394;129881;53053D040
51019;7011;Rue Charles Piron;FR;NA;32;117856;129230;53053D201
51020;7011;Rue du Pic et Plat;FR;NA;NA;NA;NA;NA
51021;7011;Rue des Anémones;FR;NA;14;118759;128863;53053D243
51022;7011;Rue des Anneaux;FR;NA;9;117747;130293;53053D101
51023;7011;Résidence Moncoureur;FR;NA;15;117636;129750;53053D212
51024;7011;Rue Moncoureur;FR;NA;19;117836;129599;53053D212
51025;7011;Rue de Mons;FR;NA;131;117725;129000;53053D021
51026;7011;Résidence Le Festinoy;FR;NA;28;118995;129372;53053D281
51027;7011;Rue de la Barrière;FR;NA;39;117247;128679;53053D021
51028;7011;Résidence La Prairie;FR;NA;31;116837;129070;53053D052
51029;7011;Rue de Milfort;FR;NA;14;116750;129313;53053D000
51030;7011;Rue des Jacinthes;FR;NA;13;118614;129117;53053D243
51031;7011;Rive gauche du Canal;FR;NA;21;117747;129828;53053D212
51032;7011;Rue Meurisse;FR;NA;4;117796;130244;53053D101
51033;7011;Rue du Petit Marais;FR;NA;22;115500;129007;53053D073
51034;7011;Rue d'Erbisoeul;FR;NA;2;117247;131246;53053D122
51035;7011;Résidence Saint-Géry;FR;NA;10;116632;129563;53053D000
51036;7011;Rue Maurice Ghislain;FR;NA;15;118046;130485;53053D101
51037;7011;Rue de Jurbise;FR;NA;45;117567;130133;53053D101
51038;7011;Rue de Masnuy;FR;NA;10;117791;130576;53053D101
51039;7011;Rue Emmaüs;FR;NA;NA;NA;NA;NA
51040;7011;Rue des Bégonias;FR;NA;14;118679;128862;53053D243
51041;7011;Rue des Blanches Fontaines;FR;NA;NA;NA;NA;NA
51042;7011;Rue des Patriotes;FR;NA;8;117978;129268;53053D201
51043;7011;Rue du Pont;FR;NA;11;117386;129805;53053D000
51044;7011;Rue Fernand Piron;FR;NA;25;116671;129538;53053D000
51045;7011;Route de Wallonie;FR;NA;12;117859;129922;53053D101
51046;7011;Sentier des Planches;FR;NA;12;116882;129230;53053D000
51047;7011;Rue des Ayettes;FR;NA;3;115402;129930;53053D17-
51048;7011;Rue des Pensées;FR;NA;14;118570;129117;53053D243
51049;7011;Clos Marie-Thérèse d'Autriche;FR;NA;21;118853;128969;53053D281
51050;7011;Place Triangulaire;FR;NA;8;116981;129250;53053D000
51051;7011;Rue des Moineaux;FR;NA;8;116259;129870;53053D040
51052;7011;Rue Léopold III;FR;NA;4;116428;129434;53053D000
51053;7011;Domaine de la Briserie;FR;NA;2;115354;132161;53053D19-
51054;7011;Rue de la Poste;FR;NA;16;117161;129751;53053D000
51055;7011;Rue d'Herchies;FR;NA;34;117522;130659;53053D101
51056;7011;Rue de la Quéwette;FR;NA;1;115910;128601;53053D091
51057;7011;Rue de Tournai;FR;NA;34;116476;129707;53053D000
51058;7011;Rue Périer;FR;NA;23;118102;128719;53053D222
51059;7011;Rue des Walbrées;FR;NA;8;118181;128612;53053D091
51060;7011;Rue Bonaert;FR;NA;15;117249;129484;53053D000
51061;7011;Chemin Bouteiller;FR;NA;10;119302;131343;53053E043
51062;7011;Rue de la Drève;FR;NA;44;117736;128617;53053D021
51063;7011;Sentier du Vicaire;FR;NA;NA;NA;NA;NA
51064;7011;Sentier Hubert;FR;NA;2;117453;130677;53053D101
51065;7011;Rue de la Petite Propriété Terrienne;FR;NA;28;118567;129401;53053D212
51066;7011;Sentier Moncoureur;FR;NA;2;117973;129888;53053D101
51067;7011;Rue des Bosquets;FR;NA;24;117473;130201;53053D101
51068;7011;Rue Devaux;FR;NA;18;118017;128766;53053D222
51069;7011;Rue de la Culture;FR;NA;14;117293;129288;53053D000
51070;7011;Rue Marcel Dehon;FR;NA;1;117843;129030;53053D201
51071;7011;Rue des Carrières;FR;NA;33;118011;130786;53053D122
51072;7011;Rue A. Brohée;FR;NA;17;117376;129716;53053D000
51073;7011;Rue Pierre-Joseph Leclercq;FR;NA;3;116924;129564;53053D000
51074;7011;Rue du Temple;FR;NA;93;117999;129454;53053D212
51075;7011;Avenue de la Libération;FR;NA;27;116555;129374;53053D000
51076;7011;Rue de la Garenne;FR;NA;35;118147;130202;53053D101
51077;7011;Rue Delaunois;FR;NA;3;118117;129137;53053D201
51078;7011;Avenue du Régent;FR;NA;5;118675;128450;53053D250
51079;7011;Rue du Blanc Chemin;FR;NA;15;117983;129922;53053D101
51080;7011;Place Arthur Bastien;FR;NA;14;117971;129072;53053D201
51081;7011;Rue Richard Stiévenart;FR;NA;34;118006;130277;53053D101
51082;7011;Rue des Coquelicots;FR;NA;10;118596;128870;53053D243
51083;7011;Rue Durant;FR;NA;10;118160;128773;53053D222
51084;7011;Rue du Bois Brûlé;FR;NA;11;117960;129584;53053D212
51085;7011;Villa des Hirondelles;FR;NA;1;118371;131424;53053D19-
51086;7011;Avenue du Millénaire;FR;NA;10;118819;128634;53053D250
51087;7011;Vieux Chemin de Binche;FR;NA;404;123300;128157;53053A712
51088;7011;Rue de Bousies;FR;NA;8;116876;129606;53053D000
51089;7011;Rue de l'Aulnoye;FR;NA;11;116820;128766;53053D021
51090;7011;Rue des Edelweiss;FR;NA;4;118704;128944;53053D243
51091;7011;Rue des Déportés;FR;NA;30;117953;129317;53053D212
51092;7011;Rue Elisa;FR;NA;9;118028;128866;53053D222
51093;7011;Rue Eva Dupont;FR;NA;5;117448;129493;53053D201
51094;7011;Rue du Grand Marais;FR;NA;47;115934;128888;53053D040
51095;7011;Rue de Baudour;FR;NA;20;116072;129544;53053D040
51096;7011;Rue Emile Limauge;FR;NA;48;118256;129265;53053D212
51097;7011;Rue Sainte-Anne;FR;NA;10;117093;129583;53053D000
51098;7011;Chemin Vert n° 7;FR;NA;2;116126;129374;53053D040
51099;7011;Place de Ghlin;FR;NA;15;116868;129417;53053D000
51100;7011;Résidence de Milfort;FR;NA;38;116396;128998;53053D052
51101;7011;Résidence Charles Plisnier;FR;NA;28;118148;129643;53053D212
51102;7011;Rue de Condé;FR;NA;10;115787;129703;53053D040
51103;7011;Rue du Marais à Criquelions;FR;NA;10;117651;129410;53053D212
51104;7011;Rue des Pétunias;FR;NA;11;118608;129230;53053D243
51105;7011;Rue des Prés Sauvages;FR;NA;21;117661;128851;53053D021
51106;7011;Rue du Mouligneau;FR;NA;50;117154;130225;53053D101
51107;7011;Rue des Pivoines;FR;NA;10;118487;129222;53053D212
51108;7011;Rue de l'Enseignement;FR;NA;2;117792;129157;53053D201
51109;7011;Clos Antoine Delobel;FR;NA;4;117891;130298;53053D101
51110;7011;Cité Urban;FR;NA;16;118813;128300;53053D250
51111;7011;Rue du Marais à Chardons;FR;NA;22;117145;128881;53053D021
51112;7011;Ruelle Criez;FR;NA;4;117027;129541;53053D000
51113;7011;Rue Jean Locoge;FR;NA;10;118018;130362;53053D101
51114;7011;Rue des Perce-neige;FR;NA;6;118640;129205;53053D243
51115;7011;Rue Jean Manne;FR;NA;8;116497;129578;53053D000
51116;7011;Rue du Crossage;FR;NA;NA;NA;NA;NA
51117;7011;Ruelle Coppe;FR;NA;1;116773;129594;53053D000
51118;7011;Rue du Chêne Damseaux;FR;NA;9;117886;129681;53053D212
51119;7011;Avenue Louis Goblet;FR;NA;7;114145;130702;53053D193
51120;7011;Rue Jacqmotte;FR;NA;10;117488;130094;53053D101
51121;6043;Rue de Gominroux;FR;NA;30;159229;127095;52011R21-
51122;6043;Chaussée de Gilly (RT);FR;NA;153;157256;126426;52011R10-
51123;6043;Chaussée de Gosselies;FR;NA;20;157220;127716;52011R0AR
51124;6043;Rue d'Heppignies;FR;NA;45;158091;128110;52011R01-
51125;6043;Rue des Goutteaux (RT);FR;NA;47;158329;127971;52011R01-
51126;6043;Rue Télesphore Lemal;FR;NA;30;159135;127691;52011R04-
51127;6043;Rue Louis Jasmes;FR;NA;41;158200;126671;52011R1BH
51128;6043;Rue Longue;FR;NA;53;157616;127561;52011R0AR
51129;6043;Rue Georges Lemoine;FR;NA;66;158601;126616;52011R20-
51130;6043;Rue Nicolaï;FR;NA;32;157603;127773;52011R0AR
51131;6043;Rue Masses Diarbois;FR;NA;93;157321;126705;52011R10-
51132;6043;Rue Gaston Durvaux;FR;NA;36;158112;127322;52011R02-
51133;6043;Sentier Delhaize;FR;NA;22;157738;128053;52011R0AR
51134;6043;Rue des Frères Heusghem;FR;NA;55;158333;126990;52011R13-
51135;6043;Rue de la Belle Journée;FR;NA;NA;NA;NA;NA
51136;6043;Place François Goffe;FR;NA;9;158200;126264;52011R12-
51137;6043;Rue Eau-sur-Elle;FR;NA;67;157032;127048;52011R142
51138;6043;Rue de la Flanière;FR;NA;90;157807;126915;52011R13-
51139;6043;Impasse Fichefet;FR;NA;27;157772;126743;52011R1AH
51140;6043;Rue Jean Froie;FR;NA;70;158930;127589;52011R04-
51141;6043;Rue Fontaine des Malades;FR;NA;21;157839;126078;52011R12-
51142;6043;Rue Gillard;FR;NA;39;158442;127448;52011R04-
51143;6043;Rue Genaige;FR;NA;19;157630;126546;52011R1AH
51144;6043;Rue du Fonteny;FR;NA;NA;NA;NA;NA
51145;6043;Cité Tolaire;FR;NA;16;157143;127069;52011R142
51146;6043;Sentier Tolaire;FR;NA;3;157061;126942;52011R142
51147;6043;Place Louis Delhaize;FR;NA;25;157671;127927;52011R0AR
51148;6043;Rue de la Trappe;FR;NA;8;157286;126174;52011R10-
51149;6043;Rue de la Cayauderie (RT);FR;NA;72;157942;126038;52011R12-
51150;6043;Rue Jean Volders;FR;NA;43;158737;127489;52011R04-
51151;6043;Rue du Vigneron (RT);FR;NA;102;157672;127151;52011R02-
51152;6043;Rue des Raspes;FR;NA;28;158436;126945;52011R1AH
51153;6043;Impasse du Cuirassier;FR;NA;17;157809;126546;52011R1AH
51154;6043;Rue Charbonnel;FR;NA;68;157351;127420;52011R0AR
51155;6043;Rue Joseph Wauters (RT);FR;NA;42;157467;127814;52011R0AR
51156;6043;Rue Chant des Oiseaux;FR;NA;66;158798;126394;52011R20-
51157;6043;Rue Dandois;FR;NA;77;158197;126699;52011R1AH
51158;6043;Pré des Béguines;FR;NA;10;159071;126695;52011R20-
51159;6043;Rue Croquet;FR;NA;49;158709;125912;52011R20-
51160;6043;Prépouillet;FR;NA;6;157088;127415;52011R031
51161;6043;Rue René Delhaize;FR;NA;66;157930;128037;52011R01-
51162;6043;Rue des Roitelets;FR;NA;27;157204;127511;52011R031
51163;6043;Rue Debry;FR;NA;9;157241;126631;52011R10-
51164;6043;Rue Paul Pastur (RT);FR;NA;100;157956;126594;52011R1BH
51165;6043;Rue Albert Ier;FR;NA;50;157913;127707;52011R01-
51166;6043;Rue de la Bassée;FR;NA;53;157681;126170;52011R12-
51167;6043;Rue Appaumée;FR;NA;132;158392;126571;52011R1BH
51168;6043;Rue Edouard Baugniet;FR;NA;26;157571;126036;52011R12-
51169;6043;Rue Baudoux;FR;NA;47;156902;126569;52011R10-
51170;6043;Rue du Canada;FR;NA;22;158112;127159;52011R13-
51171;6043;Rue Bonnevie;FR;NA;133;158860;126517;52011R20-
51172;6043;Rue Castin;FR;NA;19;157169;126666;52011R10-
51173;6043;Rue du Pont Rouge;FR;NA;40;158844;126615;52011R20-
51174;6043;Rue des Carabiniers;FR;NA;50;157561;126665;52011R10-
51175;6043;Rue du Petit Sablon;FR;NA;30;158172;127769;52011R01-
51176;6043;Rue du Puits n°4;FR;NA;40;157431;126962;52011R13-
51177;6043;Rue de la Cave;FR;NA;50;158456;125931;52011R20-
51178;6043;Rue du Préat;FR;NA;38;159179;127196;52011R21-
51179;6043;Rue du Socquoy;FR;NA;23;157930;127832;52011R01-
51180;6043;Rue des Sarrazins;FR;NA;56;158977;126186;52011R20-
51181;6043;Rue de la Station (RT);FR;NA;110;158491;127279;52011R04-
51182;6043;Rue de Soleilmont (RT);FR;NA;76;158744;126007;52011R20-
51183;6043;Rue Tayant;FR;NA;58;156982;127415;52011R031
51184;6043;Rue Tantenne;FR;NA;54;157540;126354;52011R10-
51185;7010;Avenue de Lisbonne;FR;NA;NA;NA;NA;NA
51186;7010;Avenue d'Ankara;FR;NA;NA;NA;NA;NA
51187;7010;Boq;FR;NA;NA;NA;NA;NA
51188;7010;Rue de Pluton;FR;NA;NA;NA;NA;NA
51189;7010;Rue Eyde;FR;NA;NA;NA;NA;NA
51190;7010;Rue Hippocratis;FR;NA;NA;NA;NA;NA
51191;7010;Rue Norstad;FR;NA;NA;NA;NA;NA
51192;7010;Rue Fermi;FR;NA;NA;NA;NA;NA
51193;7010;Rue Stone;FR;NA;NA;NA;NA;NA
51194;7010;Rue Lie;FR;NA;NA;NA;NA;NA
51195;7010;Rue Rogers;FR;NA;NA;NA;NA;NA
51196;7010;Avenue du Luxembourg;FR;NA;NA;NA;NA;NA
51197;7010;Rue Bertels;FR;NA;NA;NA;NA;NA
51198;7010;Rue Diesel;FR;NA;NA;NA;NA;NA
51199;7010;Rue Darwin;FR;NA;NA;NA;NA;NA
51200;7010;Rue Moniz;FR;NA;NA;NA;NA;NA
51201;7010;Rue Saturne;FR;NA;NA;NA;NA;NA
51202;7010;Rue d'Uranus;FR;NA;NA;NA;NA;NA
51203;7010;Rue Grunther;FR;NA;NA;NA;NA;NA
51204;7010;Rue Mevlana;FR;NA;NA;NA;NA;NA
51205;7010;Avenue d'Ottawa;FR;NA;NA;NA;NA;NA
51206;7010;Rue Mercator;FR;NA;NA;NA;NA;NA
51207;7010;Rue Mercure;FR;NA;NA;NA;NA;NA
51208;7010;Rue Finsen;FR;NA;NA;NA;NA;NA
51209;7010;Rue Huygens;FR;NA;NA;NA;NA;NA
51210;7010;Rue Banting;FR;NA;NA;NA;NA;NA
51211;7131;Chemin des Vaches;FR;NA;NA;NA;NA;NA
51212;7131;Cour de Morneau;FR;NA;19;135238;121424;56011F01-
51213;7131;Place de l'Europe;FR;NA;3;134743;122162;56011F000
51214;7131;Rue de la Résistance;FR;NA;52;135518;121141;56011F100
51215;7131;Rue Joseph Mertens;FR;NA;26;134797;122305;56011F000
51216;7131;Rue Saint-Remy;FR;NA;19;134536;122424;56011F000
51217;7131;Voie Miclette;FR;NA;4;134096;120799;56011F09-
51218;7131;Route de Mons;FR;NA;242;134773;122586;56011F000
51219;7131;Rue du Berceau;FR;NA;10;134570;122165;56011F000
51220;7131;Rue de la Princesse;FR;NA;61;135170;122837;56011A05-
51221;7131;Rue d'Hurtebise;FR;NA;60;135801;121708;56011A10-
51222;7131;Rue mon Plaisir;FR;NA;65;133929;120968;56011F09-
51223;7131;Rue aux Mourdreux;FR;NA;29;135597;121520;56011F01-
51224;7131;Rue de l'Enfer;FR;NA;23;134255;122586;56011F080
51225;7131;Rue de Péronnes;FR;NA;NA;NA;NA;NA
51226;7131;Chaussée d'Estinnes;FR;NA;54;133803;122421;56011F080
51227;7131;Chaussée Romaine;FR;NA;10;134842;123040;56011F080
51228;7131;Rue Alfred Derval;FR;NA;62;134889;122231;56011F000
51229;7131;Rue du Mont Sarah;FR;NA;24;135136;121757;56011F01-
51230;7131;Rue de Clerfayt;FR;NA;41;134339;122398;56011F000
51231;7131;Rue Samain;FR;NA;19;134493;122320;56011F000
51232;7131;Rue du Transvaal;FR;NA;33;135813;121571;56011F100
51233;7131;Rue de la Guinguette;FR;NA;8;135486;121505;56011F01-
51234;7131;Mont de la Justice;FR;NA;4;135098;123023;56011F080
51235;7131;Rue Georges Hautmont;FR;NA;25;135058;122435;56011F000
51236;7131;Rue de Bonne Espérance;FR;NA;36;135392;121293;56011F100
51237;7131;Rue de Merbes;FR;NA;138;135934;121732;56011A132
51238;7131;Rue de l'Abattoir;FR;NA;17;135278;122659;56011A05-
51239;7131;Rue de Bruille;FR;NA;10;134248;121021;56011F09-
51240;7131;Rue Ma Campagne;FR;NA;15;134915;122072;56011F01-
51241;7131;Rue Frilée;FR;NA;16;135193;121617;56011F01-
51242;7131;Rue du Chant du Rossignol;FR;NA;1;135318;119852;56011F191
51243;7131;Rue de la Triperie;FR;NA;18;135602;122167;56011A00-
51244;7131;Rue Rasseaux;FR;NA;35;134958;122483;56011F000
51245;7131;Rue Lafougère;FR;NA;4;135020;122379;56011F000
51246;7131;Rue de Lobbes;FR;NA;58;135770;120787;56011F112
51247;7131;Rue des Saules;FR;NA;2;135030;121535;56011F01-
51248;7131;Rue du Bourleau;FR;NA;1;135078;120725;56011F191
51249;7131;Avenue Prince Baudouin;FR;NA;76;135009;121634;56011F01-
51250;6042;Rue des Sartys;FR;NA;29;153950;124009;52011C101
51251;6042;Rue du Ravin (LT);FR;NA;33;154291;124047;52011C101
51252;6042;Rue Terry Mouchon;FR;NA;96;156157;124662;52011C201
51253;6042;Rue des Porteuses de Canons;FR;NA;14;156600;124463;52011C2MR
51254;6042;Rue Chausteur;FR;NA;55;156772;124520;52011D11-
51255;6042;Rue Vandendorpel;FR;NA;19;154331;124152;52011C101
51256;6042;Rue Try Colaut;FR;NA;13;155692;124358;52011C00-
51257;6042;Rue Cité Boisseau;FR;NA;8;156586;124672;52011C201
51258;6042;Rue Emile Vandervelde (LT);FR;NA;73;154028;124054;52011C101
51259;6042;Rue du Chênois (LT);FR;NA;144;155448;124003;52011C0AH
51260;6042;Rue du Chemin Vert (LT);FR;NA;64;155194;124102;52011C01-
51261;6042;Rue des Platicheûs;FR;NA;13;155633;124429;52011C00-
51262;6042;Chemin les Résidences Gaston Hercot;FR;NA;45;156339;125248;52011C212
51263;6042;Rue des Coutures;FR;NA;101;156194;124470;52011C201
51264;6042;Rue du Warchat;FR;NA;45;154998;123657;52011C0BH
51265;6042;Rue Courbe;FR;NA;51;155991;124827;52011C212
51266;6042;Rue de la Croix;FR;NA;67;156172;125001;52011C212
51267;6042;Rue Alfred Defuisseaux;FR;NA;50;155650;124815;52011C00-
51268;6042;Rue Cornelis Debruyn;FR;NA;173;153782;124076;52011C101
51269;6042;Rue des Déportés (LT);FR;NA;71;155223;124585;52011C01-
51270;6042;Rue de la Marine (LT);FR;NA;73;154752;124507;52011C03-
51271;6042;Rue Saint-Antoine;FR;NA;19;155215;124649;52011C01-
51272;6042;Ruelle Martin;FR;NA;8;155450;124257;52011C00-
51273;6042;Rue de Pennsylvanie;FR;NA;38;154224;124179;52011C101
51274;6042;Rue des Aulniats (LT);FR;NA;240;154529;124183;52011C101
51275;6042;Rue Mondron;FR;NA;66;155273;123709;52011C0AH
51276;6042;Rue du Moulin Brisack;FR;NA;21;156644;124476;52011C2MR
51277;6042;Chemin Particulier;FR;NA;19;155735;124192;52011C0AH
51278;6042;Rue du Moulin (LT);FR;NA;25;155788;124448;52011C00-
51279;6042;Rue Balizeau;FR;NA;40;155537;124573;52011C00-
51280;6042;Rue de la Cayauderie (LT);FR;NA;15;155669;124168;52011C0AH
51281;6042;Rue Paul Pastur (LT);FR;NA;161;155359;124723;52011C00-
51282;6042;Avenue Jean Caluwaert;FR;NA;25;156336;124673;52011C201
51283;6042;Rue Hortense Hocquemiller;FR;NA;192;156912;125059;52011C223
51284;6042;Chaussée de Châtelet (LT);FR;NA;153;155550;124333;52011C00-
51285;6042;Chaussée de Bruxelles (LT);FR;NA;181;155127;124335;52011C01-
51286;6042;Rue des Ponts;FR;NA;16;153883;124129;52011C101
51287;6042;Rue du Château d'Eau;FR;NA;58;154838;124718;52011C03-
51288;6042;Rue Charniat;FR;NA;66;156130;124899;52011C201
51289;6042;Rue Fania Zylberblat;FR;NA;21;155631;124652;52011C00-
51290;6042;Rue Jonet (LT);FR;NA;NA;NA;NA;NA
51291;6042;Place Edmond Gilles;FR;NA;13;155719;124515;52011C00-
51292;6042;Rue Alfred Georges;FR;NA;94;154211;124296;52011C101
51293;6042;Place du Gros-Fayt;FR;NA;14;156338;124870;52011C201
51294;6042;Rue de Gohyssart (LT);FR;NA;29;154381;123696;52011C09-
51295;6042;Rue des Hauchies (LT);FR;NA;62;156479;124686;52011C201
51296;6042;Rue des Hamendes (LT);FR;NA;97;156362;125092;52011C212
51297;6042;Rue Via du Sart;FR;NA;68;155324;124431;52011C00-
51298;6042;Rue de la Pompe à Feu;FR;NA;37;155373;124583;52011C00-
51299;6042;Rue Jean Lipsin;FR;NA;25;155430;124984;52011C00-
51300;6042;Rue de la Limite (LT);FR;NA;15;154075;123773;52011C192
51301;6042;Ruelle des Aulniats;FR;NA;NA;NA;NA;NA
51302;6042;Sentier de la Marine;FR;NA;NA;NA;NA;NA
51303;6042;Rue des Chevaliers du Travail;FR;NA;52;156496;124906;52011C201
51304;6042;Rue Morel;FR;NA;11;155303;123904;52011C0AH
51305;6042;Rue de Dorlodot;FR;NA;8;155133;123845;52011C0AH
51306;6042;Rue Desgain;FR;NA;130;156132;124745;52011C201
51307;6042;Rue Pont Drion;FR;NA;23;155909;124446;52011C00-
51308;6042;Rue Fayat;FR;NA;90;156475;124602;52011C201
51309;6042;Rue de l'Etang (LT);FR;NA;257;156081;125188;52011C212
51310;6042;Rue Adolphe François;FR;NA;26;155358;124259;52011C00-
51311;6042;Rue Albert Delwarte;FR;NA;58;155719;124641;52011C00-
51312;6042;Rue de la Gendarmerie;FR;NA;55;155356;124204;52011C00-
51313;7134;Ruelle Masse;FR;NA;8;134026;124904;56011H000
51314;7134;Ruelle du Biskotia;FR;NA;1;139117;121963;56011C101
51315;7134;Rue de la Couturelle;FR;NA;16;138220;123451;56011B080
51316;7134;Ruelle des Plats Pids;FR;NA;60;139090;122276;56011C101
51317;7134;Rue Omer Jauson;FR;NA;12;134440;125375;56011H000
51318;7134;Rue des Quéniaux;FR;NA;26;140110;123073;56011C02-
51319;7134;Ruelle de l'Horlifagne;FR;NA;2;139295;121876;56011C132
51320;7134;Rue de la Courte;FR;NA;86;138181;123384;56011B080
51321;7134;Ruelle à Tarins;FR;NA;3;140042;123199;56011C02-
51322;7134;Rue des Quarante Bonniers;FR;NA;27;140034;121491;56011D19-
51323;7134;Rue de la Buissière;FR;NA;19;137473;122236;56011D01-
51324;7134;Rue des Primevères;FR;NA;5;137533;124437;56011B10-
51325;7134;Rue de la Case;FR;NA;33;139503;122866;56011C11-
51326;7134;Rue Mattéotti;FR;NA;31;139067;122110;56011C101
51327;7134;Chemin de Malonne;FR;NA;4;137168;121795;56011D022
51328;7134;Avenue de la Nouvelle Synthèse;FR;NA;7;138112;124113;56011B191
51329;7134;Rue aux Chats;FR;NA;15;139644;123405;56011C00-
51330;7134;Rue aux Fleurs;FR;NA;27;139011;122291;56011C101
51331;7134;Avenue de la Croix-Rouge;FR;NA;14;139299;124202;56011C01-
51332;7134;Rue Arsène Souris;FR;NA;7;139303;122767;56011C11-
51333;7134;Rue Alphonse Gravis;FR;NA;72;134294;125044;56011H000
51334;7134;Tri du Rimont;FR;NA;2;139765;122104;56011C120
51335;7134;Sentier Maréchal;FR;NA;4;137205;123591;56011B00-
51336;7134;Rue du Mazy;FR;NA;50;137487;122641;56011B02-
51337;7134;Sentier des Piétons;FR;NA;22;137669;123358;56011B00-
51338;7134;Rue des Travailleurs;FR;NA;3;137348;124805;56011H11-
51339;7134;Chemin Vert;FR;NA;1;135173;124075;56011H090
51340;7134;Cité Bourdon;FR;NA;11;137398;122590;56011B02-
51341;7134;Rue des Trieux;FR;NA;111;140025;123024;56011C02-
51342;7134;Rue Saint-Feuillien;FR;NA;3;134154;125042;56011H000
51343;7134;Rue des Tourterelles;FR;NA;6;139641;122263;56011C120
51344;7134;Rue Sainte-Barbe;FR;NA;15;136568;124117;56011H10-
51345;7134;Rue René Vanquelefs;FR;NA;88;137952;121871;56011D01-
51346;7134;Rue des Tagètes;FR;NA;7;137356;124396;56011B10-
51347;7134;Rue Royale;FR;NA;71;140195;121392;56011C142
51348;7134;Bois Tonnin;FR;NA;51;139133;121710;56011D00-
51349;7134;Rue des Scailleux;FR;NA;55;140099;122756;56011C02-
51350;7134;Rue Reine Astrid;FR;NA;32;134234;125126;56011H000
51351;7134;Rue des Sinistrés;FR;NA;13;137459;122065;56011D01-
51352;7134;Chemin du Pont de Saint-Vaast;FR;NA;1;135414;125589;56011H191
51353;7134;Bois des Vieilles;FR;NA;1;140345;121160;56011D19-
51354;7134;Avenue Victor Larock;FR;NA;39;137616;123192;56011B00-
51355;7134;Rue Quintaux;FR;NA;7;137195;124855;56011H11-
51356;7134;Avenue Marie-José;FR;NA;130;136986;122680;56011B010
51357;7134;Avenue Léopold III;FR;NA;193;134469;124955;56011H000
51358;7134;Avenue Louis De Brouckère;FR;NA;50;134649;125340;56011H000
51359;7134;Rue du Sartiau;FR;NA;163;138386;121615;56011D00-
51360;7134;Rue du Pressé;FR;NA;25;139439;122732;56011C11-
51361;7134;Rue du Riau;FR;NA;48;139350;123728;56011C00-
51362;7134;Cour de la Sucrerie;FR;NA;4;134286;124830;56011H000
51363;7134;Rue du Porion;FR;NA;15;137691;124442;56011B10-
51364;7134;Rue du Presbytère;FR;NA;14;137549;123499;56011B00-
51365;7134;Rue du Bois d'Hamal;FR;NA;20;140243;122422;56011C08-
51366;7134;Cité Vandervelde;FR;NA;62;138014;124682;56011B10-
51367;7134;Rue du Béguinage;FR;NA;2;139332;122277;56011C120
51368;7134;Rue du Plat Fossé;FR;NA;78;139031;122802;56011C101
51369;7134;Rue de la Princesse;FR;NA;67;135150;122849;56011A05-
51370;7134;Rue Saint-Pie;FR;NA;29;137013;122368;56011B02-
51371;7134;Cité Président Max Buset;FR;NA;29;137769;124359;56011B10-
51372;7134;Rue de la Parapette;FR;NA;1;140791;120922;56011C181
51373;7134;Rue d'Haine;FR;NA;65;139511;124211;56011C00-
51374;7134;Rue Saint-Martin;FR;NA;32;139226;122467;56011C101
51375;7134;Cité Lison;FR;NA;26;137711;123098;56011B00-
51376;7134;Cité Noël Lustre;FR;NA;54;137166;122994;56011B010
51377;7134;Rue des Violettes;FR;NA;8;137446;124447;56011B10-
51378;7134;Chaussée Brunehault;FR;NA;221;137305;124396;56011B10-
51379;7134;Rue Saint-Fiacre;FR;NA;25;138080;121363;56011D091
51380;7134;Champ du Cocher;FR;NA;4;133945;124522;56011H000
51381;7134;Champ des Carrières;FR;NA;16;133777;124946;56011H080
51382;7134;Rue des Anémones;FR;NA;22;137382;124335;56011B10-
51383;7134;Rue du Village;FR;NA;14;137288;123524;56011B00-
51384;7134;Rue des Acacias;FR;NA;10;135407;125106;56011H01-
51385;7134;Rue du Yun;FR;NA;3;140342;123388;56011C02-
51386;7134;Rue du Trouchat;FR;NA;4;140311;123111;56011C02-
51387;7134;Pachy du Bailly;FR;NA;19;139477;122496;56011C11-
51388;7134;Rue de l'Agasse;FR;NA;4;140490;123458;56011C02-
