street_id_phaco;postal_id;street_FINAL_detected;langue_FINAL_detected;nom_propre_abv;mid_num;mid_x_31370;mid_y_31370;mid_cd_sector
1;1080;Rue Calliope;FR;NA;6;146432;171630;21012A54-
1;1080;Calliopestraat;NL;NA;6;146432;171630;21012A54-
2;1080;Rue Jennart;FR;NA;24;147891;172178;21012A71-
2;1080;Jennartstraat;NL;NA;24;147891;172178;21012A71-
3;1080;Place de la Duchesse de Brabant;FR;NA;19;147194;170960;21012A12-
3;1080;Hertogin van Brabantplaats;NL;NA;19;147194;170960;21012A12-
4;1080;Rue Cail et Halot;FR;NA;8;147604;171275;21012A03-
4;1080;Cail et Halotstraat;NL;NA;8;147604;171275;21012A03-
5;1080;Quai de l'Industrie;FR;NA;67;147367;170829;21012A11-
5;1080;Nijverheidskaai;NL;NA;67;147367;170829;21012A11-
6;1080;Rue Hélène Ryckmans;FR;NA;5;148042;171858;21012A732
6;1080;Hélène Ryckmansstraat;NL;NA;5;148042;171858;21012A732
7;1080;Rue du Facteur;FR;NA;11;147888;171725;21012A00-
7;1080;Briefdragerstraat;NL;NA;11;147888;171725;21012A00-
8;1080;Rue des Osiers;FR;NA;20;147428;171594;21012A041
8;1080;Wissenstraat;NL;NA;20;147428;171594;21012A041
9;1080;Chaussée de Gand;FR;NA;348;146666;171869;21012A54-
9;1080;Steenweg op Gent;NL;NA;348;146666;171869;21012A54-
10;1080;Avenue des Myrtes;FR;NA;44;145496;172058;21012A811
10;1080;Mirtenlaan;NL;NA;44;145496;172058;21012A811
11;1080;Rue Louis De Gunst;FR;NA;47;146892;171147;21012A172
11;1080;Louis De Gunststraat;NL;NA;47;146892;171147;21012A172
12;1080;Avenue de la Basilique;FR;NA;115;145595;172642;21012A50-
12;1080;Basilieklaan;NL;NA;115;145595;172642;21012A50-
13;1080;Quai de Mariemont;FR;NA;26;147321;170868;21012A12-
13;1080;Mariemontkaai;NL;NA;26;147321;170868;21012A12-
14;1080;Avenue Carl Requette;FR;NA;20;145283;171594;21012A84-
14;1080;Carl Requettelaan;NL;NA;20;145283;171594;21012A84-
15;1080;Rue des Houilleurs;FR;NA;4;148190;171764;21012A732
15;1080;Koolmijngraversstraat;NL;NA;4;148190;171764;21012A732
16;1080;Quai du Hainaut;FR;NA;27;147927;171273;21012A02-
16;1080;Henegouwenkaai;NL;NA;27;147927;171273;21012A02-
17;1080;Rue Osseghem;FR;NA;145;146165;171437;21012A24-
17;1080;Osseghemstraat;NL;NA;145;146165;171437;21012A24-
18;1080;Avenue de la Liberté;FR;NA;121;146610;172333;21012A52-
18;1080;Vrijheidslaan;NL;NA;121;146610;172333;21012A52-
19;1080;Rue du Ruisseau;FR;NA;19;148112;171910;21012A732
19;1080;Beekstraat;NL;NA;19;148112;171910;21012A732
20;1080;Rue du Lierre;FR;NA;14;146515;171529;21012A25-
20;1080;Klimopstraat;NL;NA;14;146515;171529;21012A25-
21;1080;Rue Ostendael;FR;NA;12;146456;171501;21012A25-
21;1080;Ostendaelstraat;NL;NA;12;146456;171501;21012A25-
22;1080;Avenue du Daring;FR;NA;8;146045;171720;21012A511
22;1080;Daringlaan;NL;NA;8;146045;171720;21012A511
23;1080;Rue de la Petite Senne;FR;NA;3;147968;171570;21012A011
23;1080;Kleine Zenne straat;NL;NA;3;147968;171570;21012A011
24;1080;Rue de la Savonnerie;FR;NA;12;147400;171390;21012A041
24;1080;Zeepziederijstraat;NL;NA;12;147400;171390;21012A041
25;1080;Rue de Mexico;FR;NA;18;148061;172265;21012A611
25;1080;Mexicostraat;NL;NA;18;148061;172265;21012A611
26;1080;Rue de Ribaucourt;FR;NA;101;148127;172239;21012A611
26;1080;de Ribaucourtstraat;NL;NA;101;148127;172239;21012A611
27;1080;Avenue du Scheutbosch;FR;NA;27;145492;171028;21012A23-
27;1080;Scheutboschlaan;NL;NA;27;145492;171028;21012A23-
28;1080;Boulevard Belgica;FR;NA;29;147831;172927;21012A63-
28;1080;Belgicalaan;NL;NA;29;147831;172927;21012A63-
29;1080;Square Auguste Smets;FR;NA;1;147784;170989;21012A11-
29;1080;Auguste Smetssquare;NL;NA;1;147784;170989;21012A11-
30;1080;Rue de Menin;FR;NA;29;147141;171729;21012A152
30;1080;Menenstraat;NL;NA;29;147141;171729;21012A152
31;1080;Place de la Minoterie;FR;NA;3;148053;171626;21012A011
31;1080;Meelfabrieksplein;NL;NA;3;148053;171626;21012A011
32;1080;Rue de la Lys;FR;NA;48;147541;172774;21012A62-
32;1080;Leiestraat;NL;NA;48;147541;172774;21012A62-
33;1080;Rue Evariste Pierron;FR;NA;30;147662;171174;21012A03-
33;1080;Evariste Pierronstraat;NL;NA;30;147662;171174;21012A03-
34;1080;Rue Fik Guidon;FR;NA;15;145448;172162;21012A811
34;1080;Fik Guidonstraat;NL;NA;15;145448;172162;21012A811
35;1080;Rue du Géomètre;FR;NA;20;145811;171461;21012A851
35;1080;Landmeterstraat;NL;NA;20;145811;171461;21012A851
36;1080;Rue des Ateliers;FR;NA;17;148229;171923;21012A732
36;1080;Werkhuizenstraat;NL;NA;17;148229;171923;21012A732
37;1080;Rue de la Mélopée;FR;NA;33;146243;171420;21012A24-
37;1080;Melopeestraat;NL;NA;33;146243;171420;21012A24-
38;1080;Rue de la Sambre;FR;NA;20;148166;173115;21012A60-
38;1080;Samberstraat;NL;NA;20;148166;173115;21012A60-
39;1080;Avenue du Sippelberg;FR;NA;4;146791;172123;21012A54-
39;1080;Sippelberglaan;NL;NA;4;146791;172123;21012A54-
40;1080;Rue François Van Meulecom;FR;NA;4;146576;171547;21012A54-
40;1080;François Van Meulecomstraat;NL;NA;4;146576;171547;21012A54-
41;1080;Rue Darimon;FR;NA;13;148037;171670;21012A011
41;1080;Darimonstraat;NL;NA;13;148037;171670;21012A011
42;1080;Rue de la Flûte Enchantée;FR;NA;4;145034;171088;21012A30-
42;1080;Toverfluitstraat;NL;NA;4;145034;171088;21012A30-
43;1080;Avenue Edmond Candries;FR;NA;22;145479;171791;21012A822
43;1080;Edmond Candrieslaan;NL;NA;22;145479;171791;21012A822
44;1080;Avenue du Château;FR;NA;23;146080;172538;21012A50-
44;1080;Kasteellaan;NL;NA;23;146080;172538;21012A50-
45;1080;Rue des Etangs Noirs;FR;NA;71;147190;171728;21012A152
45;1080;Zwarte Vijversstraat;NL;NA;71;147190;171728;21012A152
46;1080;Rue Montagne aux Anges;FR;NA;19;147690;172230;21012A71-
46;1080;Engelenbergstraat;NL;NA;19;147690;172230;21012A71-
47;1080;Rue Tazieaux;FR;NA;23;147675;171899;21012A71-
47;1080;Tazieauxstraat;NL;NA;23;147675;171899;21012A71-
48;1080;Rue de la Sonatine;FR;NA;79;144075;170743;21012A41-
48;1080;Sonatinestraat;NL;NA;79;144075;170743;21012A41-
49;1080;Rue du Rectangle;FR;NA;5;147755;170976;21012A11-
49;1080;Rechthoekstraat;NL;NA;5;147755;170976;21012A11-
50;1080;Rue de l'Espérance;FR;NA;4;148093;172139;21012A72-
50;1080;Hoopstraat;NL;NA;4;148093;172139;21012A72-
51;1080;Rue François Mus;FR;NA;22;147954;173051;21012A63-
51;1080;François Musstraat;NL;NA;22;147954;173051;21012A63-
52;1080;Rue De Bonne;FR;NA;49;146836;170771;21012A13-
52;1080;De Bonnestraat;NL;NA;49;146836;170771;21012A13-
53;1080;Rue de Normandie;FR;NA;91;146839;172373;21012A52-
53;1080;Normandiëstraat;NL;NA;91;146839;172373;21012A52-
54;1080;Rue du Maroquin;FR;NA;17;148044;171811;21012A732
54;1080;Marokijnstraat;NL;NA;17;148044;171811;21012A732
55;1080;Rue Eugène Laermans;FR;NA;7;147879;171924;21012A72-
55;1080;Eugène Laermansstraat;NL;NA;7;147879;171924;21012A72-
56;1080;Rue De Geneffe;FR;NA;12;147766;171713;21012A05-
56;1080;De Geneffestraat;NL;NA;12;147766;171713;21012A05-
57;1080;Rue du Laekenveld;FR;NA;39;148080;172848;21012A60-
57;1080;Laekenveldstraat;NL;NA;39;148080;172848;21012A60-
58;1080;Rue Jean-Baptiste Decock;FR;NA;51;147049;171327;21012A141
58;1080;Jean-Baptiste Decockstraat;NL;NA;51;147049;171327;21012A141
59;1080;Avenue Henri Hollevoet;FR;NA;10;147813;172756;21012A62-
59;1080;Henri Hollevoetlaan;NL;NA;10;147813;172756;21012A62-
60;1080;Rue de la Carpe;FR;NA;37;147387;171684;21012A152
60;1080;Karperstraat;NL;NA;37;147387;171684;21012A152
61;1080;Rue Pierre Gassée;FR;NA;14;148050;172924;21012A60-
61;1080;Pierre Gasséestraat;NL;NA;14;148050;172924;21012A60-
62;1080;Avenue des Missionnaires;FR;NA;67;145689;171108;21012A23-
62;1080;Missionarissenlaan;NL;NA;67;145689;171108;21012A23-
63;1080;Rue de l'Avenir;FR;NA;23;148070;171717;21012A011
63;1080;Toekomststraat;NL;NA;23;148070;171717;21012A011
64;1080;Rue Houzeau de Lehaie;FR;NA;20;147795;172225;21012A71-
64;1080;Houzeau de Lehaiestraat;NL;NA;20;147795;172225;21012A71-
65;1080;Rue Henri De Saegher;FR;NA;19;147092;171349;21012A141
65;1080;Henri De Saegherstraat;NL;NA;19;147092;171349;21012A141
66;1080;Rue De Koninck;FR;NA;63;146079;171777;21012A511
66;1080;De Koninckstraat;NL;NA;63;146079;171777;21012A511
67;1080;Avenue du Port;FR;NA;8;148442;172272;21012A672
67;1080;Havenlaan;NL;NA;8;148442;172272;21012A672
68;1080;Rue Saint-Julien;FR;NA;10;147673;171992;21012A71-
68;1080;Sint-Juliaanstraat;NL;NA;10;147673;171992;21012A71-
69;1080;Avenue du Condor;FR;NA;17;145467;171351;21012A26-
69;1080;Condorlaan;NL;NA;17;145467;171351;21012A26-
70;1080;Rue des Béguines;FR;NA;131;145793;171899;21012A822
70;1080;Begijnenstraat;NL;NA;131;145793;171899;21012A822
71;1080;Rue d'Ostende;FR;NA;61;147353;171717;21012A152
71;1080;Oostendestraat;NL;NA;61;147353;171717;21012A152
72;1080;Rue de Rudder;FR;NA;19;146485;171863;21012A54-
72;1080;de Rudderstraat;NL;NA;19;146485;171863;21012A54-
73;1080;Rue des Quatre-Vents;FR;NA;100;147366;171393;21012A041
73;1080;Vier-windenstraat;NL;NA;100;147366;171393;21012A041
74;1080;Rue Ransfort;FR;NA;49;147650;171282;21012A03-
74;1080;Ransfortstraat;NL;NA;49;147650;171282;21012A03-
75;1080;Rue de Lessines;FR;NA;34;146948;171174;21012A172
75;1080;Lessenstraat;NL;NA;34;146948;171174;21012A172
76;1080;Rue Charles Malis;FR;NA;34;146015;171691;21012A511
76;1080;Charles Malisstraat;NL;NA;34;146015;171691;21012A511
77;1080;Rue de la Vieillesse Heureuse;FR;NA;2;144788;171547;21012A833
77;1080;Gelukkige Grijsheidstraat;NL;NA;2;144788;171547;21012A833
78;1080;Rue de la Vermicellerie;FR;NA;4;147620;171965;21012A71-
78;1080;Vermicellifabriekstraat;NL;NA;4;147620;171965;21012A71-
79;1080;Rue Alfred Dubois;FR;NA;25;146131;171351;21012A24-
79;1080;Alfred Duboisstraat;NL;NA;25;146131;171351;21012A24-
80;1080;Rue Melpomène;FR;NA;24;146394;171664;21012A54-
80;1080;Melpomenestraat;NL;NA;24;146394;171664;21012A54-
81;1080;Avenue Jean Dubrucq;FR;NA;105;147743;172925;21012A62-
81;1080;Jean Dubrucqlaan;NL;NA;105;147743;172925;21012A62-
82;1080;Rue du Cinéma;FR;NA;13;147806;171564;21012A00-
82;1080;Cinemastraat;NL;NA;13;147806;171564;21012A00-
83;1080;Rue des Mariniers;FR;NA;5;147937;171398;21012A02-
83;1080;Schippersstraat;NL;NA;5;147937;171398;21012A02-
84;1080;Rue Saint-Joseph;FR;NA;18;147831;171823;21012A05-
84;1080;Sint-Jozefstraat;NL;NA;18;147831;171823;21012A05-
85;1080;Rue du Comte de Flandre;FR;NA;36;147916;171722;21012A00-
85;1080;Graaf van Vlaanderenstraat;NL;NA;36;147916;171722;21012A00-
86;1080;Rue Vandermaelen;FR;NA;23;147992;171505;21012A011
86;1080;Vandermaelenstraat;NL;NA;23;147992;171505;21012A011
87;1080;Rue du Sonnet;FR;NA;14;146237;171515;21012A24-
87;1080;Sonnetstraat;NL;NA;14;146237;171515;21012A24-
88;1080;Rue Vandernoot;FR;NA;30;147648;172538;21012A62-
88;1080;Vandernootstraat;NL;NA;30;147648;172538;21012A62-
89;1080;Rue du Gazouillis;FR;NA;20;144922;170788;21012A30-
89;1080;Gekweelstraat;NL;NA;20;144922;170788;21012A30-
90;1080;Place Communale;FR;NA;16;147915;171606;21012A00-
90;1080;Gemeenteplaats;NL;NA;16;147915;171606;21012A00-
91;1080;Avenue Joseph Baeck;FR;NA;42;146440;171035;21012A20-
91;1080;Joseph Baecklaan;NL;NA;42;146440;171035;21012A20-
92;1080;Rue de Groeninghe;FR;NA;19;147034;171555;21012A141
92;1080;Groeninghestraat;NL;NA;19;147034;171555;21012A141
93;1080;Rue Paloke;FR;NA;99;144301;170975;21012A41-
93;1080;Palokestraat;NL;NA;99;144301;170975;21012A41-
94;1080;Rue Potaerdegat;FR;NA;59;145586;172018;21012A822
94;1080;Potaerdegatstraat;NL;NA;59;145586;172018;21012A822
95;1080;Rue Sainte-Marie;FR;NA;21;147964;171603;21012A00-
95;1080;Sint-Mariastraat;NL;NA;21;147964;171603;21012A00-
96;1080;Rue du Choeur;FR;NA;45;148070;172001;21012A72-
96;1080;Koorstraat;NL;NA;45;148070;172001;21012A72-
97;1080;Rue Picard;FR;NA;79;147916;172746;21012A60-
97;1080;Picardstraat;NL;NA;79;147916;172746;21012A60-
98;1080;Rue Piers;FR;NA;88;147756;172020;21012A71-
98;1080;Piersstraat;NL;NA;88;147756;172020;21012A71-
99;1080;Rue Van Soust;FR;NA;563;144410;170563;21012A41-
99;1080;Van Souststraat;NL;NA;563;144410;170563;21012A41-
100;1080;Rue Martin Pfeiffer;FR;NA;18;146217;172051;21012A552
100;1080;Martin Pfeifferstraat;NL;NA;18;146217;172051;21012A552
101;1080;Rue Saint-Martin;FR;NA;29;147738;171285;21012A03-
101;1080;Sint-Maartenstraat;NL;NA;29;147738;171285;21012A03-
102;1080;Rue de Gosselies;FR;NA;17;147413;170790;21012A11-
102;1080;Gosseliesstraat;NL;NA;17;147413;170790;21012A11-
103;1080;Rue Doyen Fierens;FR;NA;19;148028;171912;21012A72-
103;1080;Deken Fierensstraat;NL;NA;19;148028;171912;21012A72-
104;1080;Rue de la Célidée;FR;NA;17;146572;171966;21012A54-
104;1080;Célidéestraat;NL;NA;17;146572;171966;21012A54-
105;1080;Rue Marcel Grüner;FR;NA;7;146335;172031;21012A52-
105;1080;Marcel Grünerstraat;NL;NA;7;146335;172031;21012A52-
106;1080;Rue Eugène Degorge;FR;NA;25;146601;171504;21012A25-
106;1080;Eugène Degorgestraat;NL;NA;25;146601;171504;21012A25-
107;1080;Rue Edmond de Grimberghe;FR;NA;34;147499;171695;21012A152
107;1080;Edmond de Grimberghestraat;NL;NA;34;147499;171695;21012A152
108;1080;Rue de la Sérénade;FR;NA;21;144129;170748;21012A41-
108;1080;Serenadestraat;NL;NA;21;144129;170748;21012A41-
109;1080;Rue de la Prospérité;FR;NA;35;148029;171728;21012A011
109;1080;Voorspoedstraat;NL;NA;35;148029;171728;21012A011
110;1080;Rue Jules Vieujant;FR;NA;15;146635;171564;21012A54-
110;1080;Jules Vieujantstraat;NL;NA;15;146635;171564;21012A54-
111;1080;Rue de Bruges;FR;NA;32;145862;172005;21012A822
111;1080;Bruggestraat;NL;NA;32;145862;172005;21012A822
112;1080;Avenue des Tamaris;FR;NA;23;145696;171430;21012A851
112;1080;Tamariskenlaan;NL;NA;23;145696;171430;21012A851
113;1080;Rue de Levallois-Perret;FR;NA;27;145575;171078;21012A23-
113;1080;Levallois-Perretstraat;NL;NA;27;145575;171078;21012A23-
114;1080;Rue de la Cavatine;FR;NA;28;145195;170977;21012A30-
114;1080;Cavatinestraat;NL;NA;28;145195;170977;21012A30-
115;1080;Rue de la Mélodie;FR;NA;10;146589;171475;21012A25-
115;1080;Melodiestraat;NL;NA;10;146589;171475;21012A25-
116;1080;Square des Libérateurs;FR;NA;6;147758;172666;21012A62-
116;1080;Bevrijderssquare;NL;NA;6;147758;172666;21012A62-
117;1080;Boulevard Louis Mettewie;FR;NA;95;145227;171410;21012A84-
117;1080;Louis Mettewielaan;NL;NA;95;145227;171410;21012A84-
118;1080;Rue Révérend Père Pire;FR;NA;11;146599;172149;21012A52-
118;1080;Eerwaarde Pater Pirestraat;NL;NA;11;146599;172149;21012A52-
119;1080;Rue Dubois-Thorn;FR;NA;37;146846;171752;21012A54-
119;1080;Dubois-Thornstraat;NL;NA;37;146846;171752;21012A54-
120;1080;Rue Sleutelplas;FR;NA;49;144082;170837;21012A41-
120;1080;Sleutelplasstraat;NL;NA;49;144082;170837;21012A41-
121;1080;Rue de la Fraîcheur;FR;NA;13;146118;171474;21012A24-
121;1080;Frisheidstraat;NL;NA;13;146118;171474;21012A24-
122;1080;Parvis Saint-Jean-Baptiste;FR;NA;16;147912;171782;21012A00-
122;1080;Sint-Jan-Baptistvoorplein;NL;NA;16;147912;171782;21012A00-
123;1080;Rue de l'Ecole;FR;NA;31;147812;171669;21012A05-
123;1080;Schoolstraat;NL;NA;31;147812;171669;21012A05-
124;1080;Rue Anglaise;FR;NA;13;148080;171866;21012A732
124;1080;Engelsestraat;NL;NA;13;148080;171866;21012A732
125;1080;Rue du Chien Vert;FR;NA;7;148176;171723;21012A732
125;1080;Groene Hondstraat;NL;NA;7;148176;171723;21012A732
126;1080;Place Voltaire;FR;NA;12;147687;171838;21012A71-
126;1080;Voltaireplein;NL;NA;12;147687;171838;21012A71-
127;1080;Rue Adolphe Lavallée;FR;NA;63;148054;172069;21012A72-
127;1080;Adolphe Lavalléestraat;NL;NA;63;148054;172069;21012A72-
128;1080;Rue Ferdinand Elbers;FR;NA;37;144938;171685;21012A833
128;1080;Ferdinand Elbersstraat;NL;NA;37;144938;171685;21012A833
129;1080;Rue de la Laiterie;FR;NA;133;145920;171129;21012A23-
129;1080;Melkerijstraat;NL;NA;133;145920;171129;21012A23-
130;1080;Rue de l'Eléphant;FR;NA;5;147527;171348;21012A041
130;1080;Olifantstraat;NL;NA;5;147527;171348;21012A041
131;1080;Avenue Edouard Bénès;FR;NA;150;145815;172569;21012A50-
131;1080;Edouard Bénèslaan;NL;NA;150;145815;172569;21012A50-
132;1080;Rue des Dauphins;FR;NA;22;145837;171343;21012A26-
132;1080;Dolfijnenstraat;NL;NA;22;145837;171343;21012A26-
133;1080;Rue Auguste Van Zande;FR;NA;45;145701;172416;21012A50-
133;1080;Auguste Van Zandestraat;NL;NA;45;145701;172416;21012A50-
134;1080;Rue de l'Indépendance;FR;NA;104;147214;171346;21012A141
134;1080;Onafhankelijkheidstraat;NL;NA;104;147214;171346;21012A141
135;1080;Rue Van Meyel;FR;NA;53;148354;172452;21012A672
135;1080;Van Meyelstraat;NL;NA;53;148354;172452;21012A672
136;1080;Rue du Jardinier;FR;NA;62;147846;172063;21012A71-
136;1080;Hovenierstraat;NL;NA;62;147846;172063;21012A71-
137;1080;Avenue des Ménestrels;FR;NA;105;145802;171103;21012A23-
137;1080;Minnezangerslaan;NL;NA;105;145802;171103;21012A23-
138;1080;Rue du Menuet;FR;NA;30;144973;170947;21012A30-
138;1080;Menuetstraat;NL;NA;30;144973;170947;21012A30-
139;1080;Rue des Hippocampes;FR;NA;15;145753;171434;21012A851
139;1080;Zeepaardjesstraat;NL;NA;15;145753;171434;21012A851
140;1080;Rue Bouvier;FR;NA;14;148444;172424;21012A672
140;1080;Bouvierstraat;NL;NA;14;148444;172424;21012A672
141;1080;Rue de la Meuse;FR;NA;41;147755;172808;21012A62-
141;1080;Maasstraat;NL;NA;41;147755;172808;21012A62-
142;1080;Rue Edmond Van Cauwenbergh;FR;NA;44;147841;172939;21012A63-
142;1080;Edmond Van Cauwenberghstraat;NL;NA;44;147841;172939;21012A63-
143;1080;Rue des Déménageurs;FR;NA;8;147641;171786;21012A71-
143;1080;Verhuizersstraat;NL;NA;8;147641;171786;21012A71-
144;1080;Rue Wauters-Koeckx;FR;NA;5;147676;171860;21012A71-
144;1080;Wauters-Koeckxstraat;NL;NA;5;147676;171860;21012A71-
145;1080;Rue de la Pastorale;FR;NA;24;145382;170878;21012A23-
145;1080;Herdersliedstraat;NL;NA;24;145382;170878;21012A23-
146;1080;Rue Isidoor Teirlinck;FR;NA;34;147266;171221;21012A10-
146;1080;Isidoor Teirlinckstraat;NL;NA;34;147266;171221;21012A10-
147;1080;Rue du Presbytère;FR;NA;35;147787;171899;21012A71-
147;1080;Pastorijstraat;NL;NA;35;147787;171899;21012A71-
148;1080;Rue de l'Oiselet;FR;NA;33;144335;171005;21012A41-
148;1080;Nestelingstraat;NL;NA;33;144335;171005;21012A41-
149;1080;Rue Louis Corhay;FR;NA;27;145685;172092;21012A811
149;1080;Louis Corhaystraat;NL;NA;27;145685;172092;21012A811
150;1080;Rue de l'Escaut;FR;NA;67;148128;172979;21012A60-
150;1080;Scheldestraat;NL;NA;67;148128;172979;21012A60-
151;1080;Rue Jean Verbiest;FR;NA;14;145543;172036;21012A822
151;1080;Jean Verbieststraat;NL;NA;14;145543;172036;21012A822
152;1080;Rue Pierre-Victor Jacobs;FR;NA;25;147956;172526;21012A60-
152;1080;Pierre-Victor Jacobsstraat;NL;NA;25;147956;172526;21012A60-
153;1080;Chaussée de Jette;FR;NA;249;147537;172580;21012A62-
153;1080;Steenweg op Jette;NL;NA;249;147537;172580;21012A62-
154;1080;Rue Henri Nogent;FR;NA;17;146018;171856;21012A511
154;1080;Henri Nogentstraat;NL;NA;17;146018;171856;21012A511
155;1080;Rue du Niveau;FR;NA;22;147828;171650;21012A05-
155;1080;Waterpasstraat;NL;NA;22;147828;171650;21012A05-
156;1080;Rue Courtois;FR;NA;24;148196;171971;21012A732
156;1080;Courtoisstraat;NL;NA;24;148196;171971;21012A732
157;1080;Rue Jean-Baptiste Janssen;FR;NA;37;146595;171777;21012A54-
157;1080;Jean-Baptiste Janssenstraat;NL;NA;37;146595;171777;21012A54-
158;1080;Rue Le Lorrain;FR;NA;51;148340;172535;21012A672
158;1080;Le Lorrainstraat;NL;NA;51;148340;172535;21012A672
159;1080;Rue d'Enghien;FR;NA;23;146829;170903;21012A13-
159;1080;Edingenstraat;NL;NA;23;146829;170903;21012A13-
160;1080;Avenue Mahatma Gandhi;FR;NA;5;146985;172157;21012A53-
160;1080;Mahatma Gandhilaan;NL;NA;5;146985;172157;21012A53-
161;1080;Rue de l'Elégie;FR;NA;18;146014;171427;21012A24-
161;1080;Elegiestraat;NL;NA;18;146014;171427;21012A24-
162;1080;Rue de la Borne;FR;NA;55;147570;171454;21012A041
162;1080;Paalstraat;NL;NA;55;147570;171454;21012A041
163;1080;Rue de Dilbeek;FR;NA;39;146160;171005;21012A20-
163;1080;Dilbeekstraat;NL;NA;39;146160;171005;21012A20-
164;1080;Avenue Joseph Lemaire;FR;NA;16;145526;171864;21012A822
164;1080;Joseph Lemairelaan;NL;NA;16;145526;171864;21012A822
165;1080;Avenue du Karreveld;FR;NA;29;146455;172102;21012A52-
165;1080;Karreveldlaan;NL;NA;29;146455;172102;21012A52-
166;1080;Rue du Cheval Noir;FR;NA;13;147934;171373;21012A02-
166;1080;Zwart Paardstraat;NL;NA;13;147934;171373;21012A02-
167;1080;Rue Edmond Bonehill;FR;NA;65;146972;171112;21012A172
167;1080;Edmond Bonehillstraat;NL;NA;65;146972;171112;21012A172
168;1080;Rue Armand de Saulnier;FR;NA;9;145695;171864;21012A822
168;1080;Armand de Saulnierstraat;NL;NA;9;145695;171864;21012A822
169;1080;Place du Chant d'Alouette;FR;NA;6;146586;171436;21012A25-
169;1080;Leeuweriksliedplaats;NL;NA;6;146586;171436;21012A25-
170;1080;Rue du Madrigal;FR;NA;55;144399;170932;21012A41-
170;1080;Madrigalstraat;NL;NA;55;144399;170932;21012A41-
171;1080;Rue de la Colonne;FR;NA;36;147639;171461;21012A03-
171;1080;Kolomstraat;NL;NA;36;147639;171461;21012A03-
172;1080;Rue Bonnevie;FR;NA;24;147794;171784;21012A05-
172;1080;Bonneviestraat;NL;NA;24;147794;171784;21012A05-
173;1080;Rue du Bon Pasteur;FR;NA;31;145169;171863;21012A822
173;1080;Goede Herderstraat;NL;NA;31;145169;171863;21012A822
174;1080;Clos des Rosacées;FR;NA;4;145265;171688;21012A822
174;1080;Rozengaarde;NL;NA;4;145265;171688;21012A822
175;1080;Rue de la Perle;FR;NA;24;147719;171671;21012A05-
175;1080;Parelstraat;NL;NA;24;147719;171671;21012A05-
176;1080;Rue Haubrechts;FR;NA;5;148088;171689;21012A011
176;1080;Haubrechtsstraat;NL;NA;5;148088;171689;21012A011
177;1080;Avenue De Roovere;FR;NA;10;146625;171203;21012A21-
177;1080;De Rooverelaan;NL;NA;10;146625;171203;21012A21-
178;1080;Rue Gabrielle Petit;FR;NA;28;147997;173135;21012A63-
178;1080;Gabrielle Petitstraat;NL;NA;28;147997;173135;21012A63-
179;1080;Rue Haeck;FR;NA;33;147586;172614;21012A62-
179;1080;Haeckstraat;NL;NA;33;147586;172614;21012A62-
180;1080;Avenue des Amandiers;FR;NA;13;145288;171701;21012A822
180;1080;Amandelbomenlaan;NL;NA;13;145288;171701;21012A822
181;1080;Rue de la Semence;FR;NA;39;146162;171122;21012A20-
181;1080;Zaadstraat;NL;NA;39;146162;171122;21012A20-
182;1080;Rue de la Princesse;FR;NA;14;147293;170923;21012A12-
182;1080;Prinsesstraat;NL;NA;14;147293;170923;21012A12-
183;1080;Avenue Seghers;FR;NA;14;146745;172360;21012A52-
183;1080;Segherslaan;NL;NA;14;146745;172360;21012A52-
184;1080;Rue de l'Ourthe;FR;NA;19;147775;172414;21012A62-
184;1080;Ourthestraat;NL;NA;19;147775;172414;21012A62-
185;1080;Avenue François Sebrechts;FR;NA;37;145740;172600;21012A50-
185;1080;François Sebrechtslaan;NL;NA;37;145740;172600;21012A50-
186;1080;Rue Nicolas Doyen;FR;NA;36;146747;170754;21012A13-
186;1080;Nicolas Doyenstraat;NL;NA;36;146747;170754;21012A13-
187;1080;Rue Joseph Diongre;FR;NA;24;145736;171920;21012A822
187;1080;Joseph Diongrestraat;NL;NA;24;145736;171920;21012A822
188;1080;Rue de l'Aubade;FR;NA;3;145029;170864;21012A30-
188;1080;Aubadestraat;NL;NA;3;145029;170864;21012A30-
189;1080;Menestrelenlaan;NL;NA;70;145694;171051;21012A23-
190;1080;Rue Van Male de Ghorain;FR;NA;15;147617;171586;21012A00-
190;1080;Van Male de Ghorainstraat;NL;NA;15;147617;171586;21012A00-
191;1080;Rue de l'Intendant;FR;NA;140;147980;172371;21012A611
191;1080;Opzichterstraat;NL;NA;140;147980;172371;21012A611
192;1080;Avenue Julien Hanssens;FR;NA;22;147906;172617;21012A60-
192;1080;Julien Hanssenslaan;NL;NA;22;147906;172617;21012A60-
193;1080;Rue Euterpe;FR;NA;27;146420;171688;21012A54-
193;1080;Euterpestraat;NL;NA;27;146420;171688;21012A54-
194;1080;Rue Docteur Charles Beudin;FR;NA;22;146174;171840;21012A511
194;1080;Dokter Charles Beudinstraat;NL;NA;22;146174;171840;21012A511
195;1080;Rue Verrept-Dekeyser;FR;NA;51;147584;171235;21012A03-
195;1080;Verrept-Dekeyserstraat;NL;NA;51;147584;171235;21012A03-
196;1080;Rue Reimond Stijns;FR;NA;75;146229;171821;21012A511
196;1080;Reimond Stijnsstraat;NL;NA;75;146229;171821;21012A511
197;1080;Rue Scheutbosch;FR;NA;125;145054;171235;21012A30-
197;1080;Scheutboschstraat;NL;NA;125;145054;171235;21012A30-
