house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
26;19269;224638;132462;61043A01-
29;29792;228057;125761;61048A001
21;29849;228683;126010;61048A012
38;10413;212927;133692;61031A10-
13;24149;214232;126595;61039B00-
6;11555;205318;137614;61072D3AW
8;24149;214104;126587;61039B00-
39;24149;214637;126930;61039B00-
50;10205;212689;134702;61031A05-
52;11368;208755;135325;61072B01-
2;10445;212187;134463;61031A00-
9;10439;205990;133176;61031B082
10;24214;211571;128511;61039A00-
1;24212;212123;130368;61039A191
69;29780;224604;127047;61048B000
30;29780;224983;127081;61048B000
23;29780;225342;126969;61048B000
65;10274;211716;135581;61031A23-
60;10274;211694;135420;61031A23-
35;10274;211610;135326;61031A23-
34;10274;211652;135297;61031A23-
31;10274;211612;135300;61031A23-
3;10318;211753;134466;61031A00-
11;10318;211749;134484;61031A00-
3;10316;211716;135617;61031A23-
170;10274;211790;135818;61031A23-
144;10274;211767;135717;61031A23-
18;10248;213602;135185;61031C1AJ
5;10246;211504;135271;61031A23-
2;10316;211724;135632;61031A23-
13;10316;211688;135642;61031A23-
26;10237;211389;134625;61031A20-
24;10237;211380;134635;61031A20-
5;10251;207299;134007;61031B00-
2;10251;207275;133941;61031B00-
3;24195;210687;130180;61039A100
11;19241;221100;133523;61043B001
42;13935;213820;139260;61068A10-
65;18713;216555;144979;61063A001
53;18713;216452;145100;61063A001
3;10242;211090;135150;61031A22-
24;32155;220590;138907;61080D000
61;23683;221567;132621;61081C100
20;23683;221119;132353;61081C100
49;10204;211246;135966;61031A25-
21;10345;212037;134811;61031A01-
25;32144;223669;142275;61080A034
1;23650;218025;128438;61081B000
159;11388;209028;136538;61072A03-
15;11388;210149;136407;61072A00-
3;11538;212838;137571;61072F100
2;11543;209286;136177;61072A090
68;10395;213175;134020;61031A190
5;10197;213916;135340;61031C1AJ
35;10326;210572;135552;61031A400
10;10185;211884;134611;61031A00-
37;10440;212107;134625;61031A01-
28;10440;212097;134605;61031A00-
227;19282;223715;134389;61043D090
149;19282;223178;133988;61043C110
7;10164;211067;135294;61031A22-
1;10345;211999;134629;61031A01-
19;10343;211881;134124;61031A00-
18;10343;211892;134149;61031A00-
17;10343;211892;134152;61031A00-
43;10362;211353;135644;61031A23-
35;10362;211314;135631;61031A23-
34;10362;211240;135584;61031A23-
1;10258;211701;134563;61031A00-
15;13912;210529;142918;61068B000
6;10369;211941;134470;61031A00-
2;10369;211940;134458;61031A00-
27;23687;220122;129596;61081C000
7;10319;207276;130196;61031B59-
