house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
11;99106;49562;211717;35013D522
45;117365;56416;203109;35006B001
3;99391;48011;212449;35013E400
6;99005;50614;214756;35013B332
15;112403;54680;208964;35014A00-
61;99536;46045;212009;35013F200
84;111126;52680;214812;35002A00-
29;111104;50849;213477;35002A172
74;112470;54728;211314;35014A03-
31;98945;48453;211380;35013E000
18;99331;48360;214361;35013A02-
22;99213;51540;212995;35013B37-
49;98950;48012;212958;35013A42-
9;99093;49429;211739;35013D522
158;102676;60282;218701;35029B090
7;99351;48761;212392;35013D533
19;117409;55612;198986;35006A043
43;98918;48624;213838;35013A201
24;99056;45690;212275;35013F71-
3;106186;37589;206217;35011H11-
9;102129;56809;218688;35029A10-
7;102649;57140;218835;35029B10-
120;112477;56344;207250;35014C00-
13;106096;43657;206006;35011G000
10;112445;54465;209206;35014A00-
108;102198;54949;217630;35029A20-
48;112347;55160;209094;35014A010
5;99336;48577;212748;35013A13-
11;99080;50350;214204;35013B301
93;115110;48014;203736;35005C012
6;102659;59289;219183;35029B090
64;99222;48049;212857;35013A42-
31;98986;48193;214002;35013A211
7;102139;55003;217514;35029A20-
46;102166;54404;216251;35029A20-
77;99571;46691;212129;35013F200
85;99096;47606;212482;35013A622
2;102165;58374;216725;35029B000
2;111220;51621;216142;35002A21-
8;99025;47875;213748;35013A532
10;105885;41816;209531;35011A00-
46;99375;47572;212920;35013A522
84;99152;48869;214152;35013A001
21;102656;58433;216873;35029B000
221;105849;40585;209292;35011A052
31;99451;48885;214514;35013A001
39;99462;47024;212909;35013A511
3;111244;54855;212807;35002A09-
61;99184;52039;210958;35013C022
14;105897;42149;209579;35011A00-
430;98979;47782;212255;35013E42-
93;99355;47476;212673;35013A522
51;112501;55593;206361;35014D022
75;98897;48628;214378;35013A02-
274;98937;48225;212415;35013E411
318;111132;51824;216096;35002A20-
2;112509;56613;208412;35014B00-
185;99420;47482;213346;35013A501
94;117315;55499;198165;35006A091
37;114983;51731;206025;35005A00-
2;106269;37024;205287;35011J00-
9;102195;56280;217504;35029A132
673;98979;47392;210622;35013E010
235;99192;48812;212865;35013A13-
11;117397;55917;203246;35006B001
16;98992;48865;212810;35013A13-
138;99310;47912;212159;35013E42-
51;105488;45753;208163;35011C001
4;102050;56364;219063;35029A12-
22;99550;48127;213385;35013A44-
51;114960;49895;208206;35005D000
43;99420;47862;213613;35013A501
37;102703;57495;219117;35029B10-
42;106216;36880;205364;35011J00-
50;102082;60542;221873;35029C01-
12;98900;52456;210616;35013C022
13;115032;47798;203938;35005C099
33;106233;37070;205305;35011H121
145;117402;57304;202252;35006B091
38;111195;53376;216700;35002A311
3;115085;54100;205958;35005A283
4;111270;51985;213512;35002A122
44;99223;48117;213071;35013A42-
29;111184;51930;215928;35002A20-
139;98930;46448;213233;35013F721
9;106191;38206;207602;35011H20-
9;102111;56836;218842;35029A10-
102;112477;56166;207182;35014C00-
13;98986;48158;214049;35013A211
12;102175;56259;217372;35029A132
11;117334;58212;206101;35006C00-
77;106089;42267;206988;35011G09-
48;98951;48219;212988;35013A43-
37;99148;44707;211620;35013F900
2;101952;60555;222183;35029C01-
18;117331;55910;203486;35006B001
34;102045;55549;218135;35029A11-
43;115078;51189;205113;35005A01-
25;99261;48169;213382;35013A44-
10;99397;49841;212837;35013D30-
32;105897;42178;209470;35011A00-
3;99141;48295;213824;35013A201
42;99002;48522;213719;35013A201
105;117395;56010;202738;35006B081
19;106192;38396;207776;35011H20-
22;99142;44936;211769;35013F900
5;102096;60051;221657;35029C00-
33;99153;47617;213306;35013A501
2;114967;52254;206141;35005A00-
19;101968;54493;216702;35029A20-
25;99057;47509;213258;35013A501
52;114946;52836;206712;35005A202
91;99381;45644;212555;35013F71-
218;117267;57252;200824;35006A10-
576;99420;44817;211562;35013F900
