house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
59;106336;82325;174881;34040A322
15;104993;79232;165471;34042D313
64;97136;71558;162678;34022F012
6;106653;77319;173803;34040B000
145;97058;69508;166255;34022D03-
31;105536;77003;166624;34042A031
1;81456;66376;164295;34027B0PA
16;97036;72098;162276;34022F001
274;95068;71652;170968;34022B30-
4;81502;67765;166059;34027B0QN
27;94850;72388;169008;34022A00-
128;81578;66018;161990;34027C101
65;108526;66314;166780;34041A052
187;106597;77966;174199;34040B000
58;100505;75105;175617;34013C091
24;81661;66565;165692;34027B001
64;106407;84055;176187;34040A001
43;81448;67019;166032;34027B001
22;81666;65086;162842;34027C02-
4;105615;76957;167352;34042A00-
17;95108;71615;168415;34022A352
97;110730;80932;169858;34002F02-
83;106509;84920;175558;34040A012
14;97012;75450;163071;34022G09-
43;108554;66614;167338;34041A001
1;105524;77382;165946;34042A200
25;99769;74137;170534;34013A401
31;94709;70672;165052;34022A800
78;94725;72478;170629;34022A612
1;81511;67866;165733;34027B0QN
28;108500;65810;168463;34041A201
17;94922;72621;168496;34022A30-
6;94778;73499;169633;34022A12-
370;94233;69054;173543;34022B492
105;81745;66668;161528;34027C112
5;94247;69790;170422;34022B043
139;105592;78967;166395;34042A30-
37;108799;65797;167588;34041A222
41;98262;73327;171104;34023A314
80;81629;67095;165271;34027B10-
122;81546;65738;165253;34027B0RN
41;108560;66742;167289;34041A001
84;108782;64429;166581;34041A101
8;112318;80406;158499;34043B00-
44;93434;70713;174315;34025A100
26;98330;74346;172594;34023A032
30;108476;68014;171206;34041B000
17;95024;71439;169580;34022A51-
10;94864;71861;169064;34022A021
29;108623;69071;171475;34041B111
51;97084;69229;165902;34022D03-
22;106324;83375;175594;34040A40-
66;98264;72751;172430;34023A20-
12;104941;81166;162900;34042D00-
83;99833;76475;171969;34013A101
8;106635;78225;174633;34040B02-
176;99774;75465;170351;34013A30-
15;105556;77637;167207;34042A021
1;103698;79048;172504;34009A033
206;99841;74481;171206;34013A010
81;103789;78369;171432;34009A022
5;95015;72111;168890;34022A021
3;113090;85147;163403;34003A00-
5;95027;71886;169111;34022A021
9;95072;74136;169081;34022A111
50;106457;82969;176551;34040A422
52;113062;85615;163752;34003A011
16;94169;69457;169330;34022C1AN
29;106377;82135;173326;34040A10-
6;112291;78519;158264;34043A09-
10;110443;86855;166955;34002D00-
10;99949;75949;173093;34013A052
43;110616;85239;169647;34002A091
24;81450;67253;165081;34027B10-
38;99918;76053;172459;34013A101
1;108801;66320;168271;34041A311
43;81470;61827;166161;34027A04-
56;94721;71271;169675;34022A51-
121;108495;65041;169892;34041C042
39;99939;76019;172615;34013A001
11;94653;72687;167973;34022A32-
4;110690;84932;169659;34002A091
1;108571;68215;171129;34041B000
170;108679;65386;166750;34041A124
29;95175;72370;170219;34022A601
65;95102;71436;167239;34022A41-
20;106326;81274;174866;34040A491
8;81561;61917;167043;34027A301
76;113107;84279;163694;34003A04-
92;81727;62363;165843;34027A00-
18;103715;80456;170849;34009A100
251;94243;70952;170164;34022B111
6;94212;70112;170877;34022B001
13;99916;74305;170389;34013A401
71;108596;68991;171359;34041B111
45;81418;60799;166124;34027A233
8;108626;68655;170335;34041B0AN
4;106636;77639;174022;34040B000
227;81609;62786;166009;34027A411
173;99829;76114;173193;34013A032
21;97137;69495;167408;34022D0MN
15;105461;83497;166734;34042B00-
79;81724;62727;164802;34027A132
8;105655;76786;165210;34042A091
5;99800;75013;171387;34013A010
32;109870;88416;168268;34002C091
3;110713;87200;169642;34002A001
1;97157;74013;163394;34022G032
36;94993;74094;168795;34022A252
19;108609;66247;168790;34041A311
28;94704;72085;168963;34022A021
65;106414;85117;174282;34040A02-
7;94988;72900;167686;34022A32-
194;95010;72879;168237;34022A30-
15;105922;81879;165926;34042C091
227;108782;65198;167053;34041A124
6;93399;72173;176353;34025A292
29;105987;82650;177909;34040D0AP
159;94852;72566;168057;34022A30-
41;98383;73561;171575;34023A053
82;106618;78831;174147;34040B10-
17;110476;85354;166432;34002D08-
43;94936;73962;168077;34022A232
15;81497;61625;167027;34027A301
1;104990;80720;161905;34042D091
153;94644;73433;168448;34022A243
31;95100;71280;169741;34022A51-
8;94794;74294;168467;34022A252
105;81736;62622;166858;34027A421
169;106448;86055;177068;34040A291
74;108498;66315;168204;34041A040
185;94301;70230;170164;34022B201
63;98242;73699;172311;34023A053
