house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
102;115522;158833;192859;12025A23-
8;67141;168680;203053;12026C080
9;70886;174165;196428;12014A01-
47;124126;149058;194677;12040A411
174;115442;159079;189539;12025A70-
95;134263;163096;202202;12021A200
35;115311;151846;192726;12025D091
71;134785;161065;195592;12035A001
5;67154;167400;204456;12026C10-
2;124067;149608;194516;12040A01-
28;134197;162079;203678;12021A311
13;72259;170082;194196;12029B020
235;75064;168005;201370;12002A3PA
15;75170;175268;198863;12014C00-
173;120522;163463;191848;12005A190
1;67090;167610;204409;12026C10-
237;136002;141659;198049;12007A01-
130;134750;160843;193923;12035A072
154;75076;171208;202107;12002A19-
67;115333;158330;191234;12025A22-
88;115687;157909;190524;12025A02-
16;71073;174196;196389;12014A01-
17;117852;153072;191830;12025C022
24;134795;159349;195986;12035A081
2;134717;164095;194867;12035B0PA
7;134192;166261;203989;12021A122
20;136069;140594;198987;12007A032
50;134248;164116;202555;12021A00-
58;115775;157541;190023;12025A10-
97;115911;158323;188575;12025A51-
155;115534;156694;192530;12025A662
54;132915;148331;197130;12030B0PA
84;69109;159501;198564;12009A000
69;75105;172740;189939;12014F091
3;70716;178889;192704;12014E091
1;134249;163942;201160;12021A04-
12;115820;157712;190897;12025A02-
119;115342;157787;187844;12025A532
19;136026;144828;199741;12007B100
37;75263;175426;198645;12014C00-
206;72391;167369;196718;12029A083
202;71037;175068;193881;12014A391
8;67092;173037;206651;12026A02-
95;67076;171799;205344;12026A111
80;134819;159855;192274;12035A101
33;70804;177356;191475;12014E10-
4;72171;171154;194237;12029B000
7;135998;138605;195797;12007A112
337;134144;164264;203869;12021A411
20;132858;143606;196098;12030A000
8;139795;138711;194221;12034A01-
8;134883;159098;195538;12035A042
73;69161;160234;198444;12009A200
9;75258;171720;197314;12014C19-
5;124059;148737;194774;12040A411
121;71038;173246;192854;12014A31-
3;115488;157737;190470;12025A06-
68;115824;156708;190750;12025A12-
165;75019;170627;197107;12002A200
5;117735;160858;189078;12025F312
10;120582;166890;189058;12005B01-
74;136004;141636;197630;12007A052
38;115400;157476;192672;12025A64-
86;136038;140189;197979;12007A021
4;134848;160829;195652;12035A011
74;70859;174637;196765;12014A033
39;117820;153352;191842;12025C022
32;134279;163594;202147;12021A200
40;120543;160579;191636;12005A100
110;123935;150859;194337;12040C000
138;135918;139450;197456;12007A122
16;70905;173029;195668;12014A522
50;132844;147442;196752;12030B112
8;69083;159971;198321;12009A200
67;69159;159741;199328;12009A012
18;134757;161242;194978;12035A032
79;74996;170856;200341;12002A012
8;70964;179070;197668;12014A19-
11;70821;177189;191512;12014E10-
93;115425;159017;191448;12025A301
50;115626;157114;193123;12025A64-
182;115661;158829;191733;12025A301
88;75049;170426;196541;12002A29-
14;115338;158068;191165;12025A05-
61;123984;149500;195475;12040A512
54;74999;170008;200718;12002A023
25;115557;157087;191940;12025A631
186;134688;161764;193252;12035B0PA
5;70712;177855;193432;12014E001
113;135921;140541;197998;12007A021
553;72398;168025;193695;12029A00-
25;117837;154694;189475;12025B032
23;134892;161305;195798;12035A001
39;133974;167236;198080;12021B000
176;69155;161451;199486;12009A282
265;115431;156437;191248;12025A810
61;135944;138677;198166;12007A191
89;115482;157785;190356;12025A06-
2;75032;169491;200881;12002A023
19;134831;161563;195742;12035A001
22;132959;146574;196946;12030A212
1;115583;157261;190719;12025A921
19;134136;164070;202304;12021A00-
1;75056;172878;199739;12002A0AB
18;75015;169111;200575;12002A300
4;67034;171132;204979;12026A122
16;70895;173652;196284;12014A01-
38;132991;145060;195595;12030A100
144;67056;167888;203957;12026C012
31;115709;158348;192831;12025A23-
8;75023;169797;200271;12002A012
18;123954;148247;193303;12040A243
347;136038;139167;196480;12007A081
20;124094;148825;196218;12040A0MA
69;70763;176478;191480;12014E191
24;66946;171721;205940;12026A01-
84;74957;170796;197307;12002A200
74;134758;159984;192556;12035A110
94;132886;143794;194347;12030D000
84;115597;159008;191542;12025A301
36;134854;160579;195171;12035A072
23;120519;160954;191862;12005A100
15;67146;168298;203588;12026C000
20;139848;139142;192270;12034A03-
20;134148;167051;197993;12021B012
3;75192;173830;198578;12014C033
12;136007;141793;197173;12007A081
158;132833;143995;192918;12030D012
32;124134;150302;193972;12040C000
9;70898;175412;195062;12014A0PB
17;115287;150686;192736;12025D091
1;70846;176162;192115;12014A391
23;117707;160862;189270;12025F312
7;134888;159172;192846;12035A110
35;115299;153585;193460;12025D012
22;123931;149120;194018;12040A422
27;67167;167518;203955;12026C012
6;117855;152378;188812;12025B081
63;115689;157312;189782;12025A462
31;115529;155469;192634;12025A80-
60;132994;144978;195859;12030A100
65;135993;141756;198544;12007A01-
336;117757;159598;189013;12025F200
41;70788;177639;191777;12014E122
21;120485;165262;188185;12005B00-
265;74984;172883;199812;12002A0AB
2;124128;149251;194709;12040A411
7;115867;156729;192582;12025A662
79;134051;166068;197875;12021B0PA
13;134257;164283;202018;12021A02-
10;117888;153353;191378;12025C00-
9;115465;158152;192640;12025A23-
99;134820;157343;193922;12035A222
17;139806;141403;195450;12034B010
75;132906;146285;193024;12030C091
143;124155;148927;194632;12040A411
2;70852;174874;196313;12014A033
5;134129;164069;203695;12021A40-
6;70731;179176;193430;12014E001
22;71016;174937;197316;12014B000
15;67102;169808;205398;12026A05-
156;115658;158735;192052;12025A32-
58;132906;146532;192834;12030C091
128;124117;149241;194068;12040A01-
46;115730;157823;191317;12025A942
28;115751;157318;190451;12025A921
34;124111;149406;193962;12040A04-
22;123932;149036;194226;12040A422
131;134179;163175;201952;12021A200
127;134024;163780;202729;12021A03-
9;134059;164767;202204;12021A02-
12;70919;175214;198270;12014B091
8;67057;169113;207196;12026A0PN
6;134695;164993;194913;12035B00-
13;132880;145396;192427;12030C091
24;134151;166320;203936;12021A122
