house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
6;91178;35031;172472;33021A021
43;79180;44890;170255;33011A121
135;79024;46665;172673;33011A331
13;91153;35180;172637;33021A021
5;78860;40977;172942;33011G001
4;85144;57582;164362;33029A04-
2;90822;41725;164543;33039A091
67;92738;29250;177264;33021D00-
63;93998;55868;177116;33037B012
37;79225;45717;172963;33011A421
1;79189;45465;172428;33011A02-
2;79137;46131;172854;33011A400
30;85242;55514;164364;33029A10-
2;87097;44766;166466;33039B090
461;78984;49577;171653;33011L081
32;90865;46519;162253;33016A09-
25;87593;41205;160416;33039D00-
6;79458;48984;179445;33040A09-
19;79130;46126;172142;33011A301
478;79194;42045;169062;33011H00-
24;90920;35090;165161;33039G19-
297;79225;47011;173805;33011C000
6;85286;57465;164588;33029A04-
4;90928;37449;164679;33039F00-
46;92766;27449;179439;33021E190
1;85104;58024;164289;33029A05-
21;90877;35574;165755;33039G09-
22;85173;59607;169200;33029B091
100;94050;52380;174978;33037A00-
30;91104;34700;172553;33021A021
14;94003;55607;178350;33037B091
8;79192;45656;172336;33011A001
14;79121;41733;168789;33011H00-
31;79498;48279;179517;33040A001
3;79305;45656;172483;33011A02-
13;85285;55556;164513;33029A10-
51;90986;34970;173295;33021A312
421;78845;40981;172745;33011G001
67;79212;46394;172617;33011A331
12;92785;28539;176733;33021D089
20;94106;51462;172591;33037A283
70;85248;56850;164418;33029A20-
113;90876;39508;166706;33039H20-
8;79373;43434;177116;33011D099
9;90998;32966;173178;33021A091
18;85121;58878;168185;33029B043
24;79421;48338;179442;33040A001
120;87614;40339;159408;33039D091
7;79487;51183;179565;33040C09-
7;79003;46388;172882;33011A400
81;93998;55963;177079;33037B012
279;79225;46949;173776;33011C000
95;91054;33094;171332;33021A433
12;85242;55625;164318;33029A10-
108;94115;50812;171429;33037A283
31;95546;26935;173842;33021F000
28;79502;48308;179024;33040A012
109;79335;44605;172912;33011A201
49;90975;34082;172531;33021A00-
151;91119;33256;173122;33021A332
98;85150;56664;164956;33029A21-
14;85101;57781;164532;33029A05-
18;85277;58813;167161;33029B001
70;85223;56283;164614;33029A113
40;79516;48382;179274;33040A001
42;85261;58666;167452;33029B001
184;85261;57381;168113;33029B091
18;93973;52922;174561;33037A00-
30;91017;34200;172856;33021A00-
234;90999;35601;172871;33021A011
14;87768;37982;162852;33039E00-
64;92766;27034;178844;33021E10-
27;79155;45296;172036;33011A001
8;79034;45812;171355;33011A182
88;79217;42849;174046;33011B00-
55;85187;57490;164529;33029A04-
5;85257;57460;164730;33029A04-
1;79260;46073;172214;33011A301
20;79127;45404;172539;33011A02-
260;94066;49684;174076;33037A081
14;94007;53838;175842;33037B112
5;79098;47008;172331;33011A322
12;79471;48069;178959;33040A001
10;78813;38029;171185;33011G29-
93;91136;32674;174999;33021A091
6;85289;59132;167114;33029B001
16;85209;57049;165096;33029A21-
9;86988;42957;162898;33039C091
443;78984;48912;171753;33011L081
17;79115;45838;172798;33011A421
310;85116;59663;164282;33029A091
13;91021;34707;171983;33021A021
4;97783;32344;177398;33041B09-
21;87770;38493;162939;33039E00-
95;79226;45971;173057;33011A421
102;85102;56045;164620;33029A10-
37;94083;53641;170820;33037D082
8;79301;45269;172401;33011A02-
50;85117;57827;170455;33029B19-
13;79408;42256;179527;33011E012
85;79212;46434;172647;33011A331
13;79498;48247;179418;33040A001
14;91049;34518;171888;33021A052
49;79074;45865;172439;33011A02-
9;94107;55621;177656;33037B033
81;91167;33588;172698;33021A332
3;79169;43677;171995;33011A112
41;91166;34506;172415;33021A021
35;91126;34466;173156;33021A312
403;78845;41046;172697;33011G001
8;95542;29079;169964;33021F29-
124;85225;57024;164892;33029A20-
12;85131;55684;163943;33029A02-
90;79324;44414;171940;33011A112
115;79430;49422;177318;33040A19-
79;78969;49060;172445;33011L081
22;93971;53800;174608;33037A011
21;79337;46067;172431;33011A301
2;79084;46093;173337;33011A400
57;78957;45642;167999;33011J19-
5;85238;56218;163990;33029A02-
2;90834;41244;164781;33039A00-
14;97777;38943;178111;33041C00-
1;90812;41601;164691;33039A00-
14;95517;26880;172202;33021F090
10;85175;58937;167774;33029B001
17;93986;55764;177531;33037B033
3;94119;55533;177289;33037B001
7;79001;44600;168596;33011J00-
124;94066;52174;174278;33037A00-
23;79452;49330;176416;33040A18-
7;90978;34128;173036;33021A041
49;79199;45864;172076;33011A001
249;79318;47307;172023;33011A312
24;85293;56878;164636;33029A20-
3;79058;47558;173096;33011A412
121;90959;35212;173034;33021A011
69;93967;57881;172512;33037C091
4;87084;46326;166424;33039B090
106;79194;44669;171323;33011A101
10;79519;49717;176460;33040A10-
128;79469;48733;181510;33040A200
10;79168;44245;171600;33011A112
16;78994;48089;170446;33011L000
17;95539;30013;173562;33021F19-
7;85211;56597;163950;33029A01-
170;91126;34769;173633;33021A312
23;79004;46713;173950;33011C000
17;93999;52377;174185;33037A00-
54;94131;54851;177820;33037B001
48;91062;34669;173121;33021A312
78;87114;45501;165072;33039B000
3;78954;45050;168414;33011J00-
35;90908;39441;166695;33039H20-
15;79340;45705;172233;33011A001
209;78845;41906;172471;33011G001
71;79410;42325;179500;33011E012
37;79014;46201;173001;33011A400
20;91188;34096;172823;33021A00-
15;79006;45323;175077;33011A471
21;95536;26869;173328;33021F000
1;79338;45834;172141;33011A001
33;85269;58468;167884;33029B023
21;85220;56692;163980;33029A01-
2;79480;51353;177854;33040C09-
18;85317;56116;164245;33029A03-
102;87614;40637;159987;33039D091
32;79359;40844;176138;33011F001
97;79430;49330;176755;33040A10-
150;78985;49167;167339;33011K00-
20;92734;31808;179621;33021C000
66;92727;27524;179992;33021E00-
6;97799;35605;181594;33041A00-
45;79055;44405;173393;33011A222
20;79414;43812;177273;33011D00-
32;91168;34001;173955;33021A323
3;94031;53108;170231;33037D00-
273;78845;41556;172523;33011G001
33;85146;57299;164581;33029A04-
9;79156;47270;172181;33011A322
56;78833;38312;171778;33011G29-
36;91100;34685;172450;33021A021
59;97827;35299;181450;33041A00-
1;78988;50384;167110;33011K09-
21;79282;46061;172156;33011A301
15;85235;56526;164798;33029A113
23;91180;34919;172761;33021A021
100;93973;53398;174732;33037A011
84;92727;27717;179696;33021E00-
199;93971;55135;172080;33037C00-
209;85102;55778;165141;33029A091
36;97774;38799;178056;33041C00-
84;87614;40761;160228;33039D00-
57;92775;31391;179632;33021C000
16;79331;41716;168813;33011H00-
71;87105;44950;164899;33039B000
21;79347;38872;173386;33011F09-
21;85138;56618;164415;33029A20-
98;85175;59118;168039;33029B001
22;85252;58634;167929;33029B023
1;94011;55563;172002;33037C00-
53;79318;46573;172218;33011A301
1;93988;54595;169575;33037D091
24;78825;40760;172857;33011G001
81;85227;57093;165346;33029A21-
14;90837;41140;165213;33039A00-
2;79290;45739;172725;33011A421
15;79450;46607;178239;33040A09-
10;79274;44703;171861;33011A112
35;85227;56998;165126;33029A21-
131;79424;43497;180945;33040B09-
1;94095;54695;176653;33037B001
99;79024;46777;172553;33011A331
29;85126;55186;168387;33029A30-
116;85150;56706;165041;33029A21-
17;90859;46013;162651;33016A09-
27;78857;41360;172805;33011G001
246;93971;55109;172075;33037C00-
33;78978;48026;168771;33011L091
4;79065;45114;173583;33011A222
10;91186;34981;172100;33021A021
12;79094;46142;173007;33011A400
44;78854;41616;172252;33011G012
33;91006;34255;172391;33021A031
18;92723;31617;179504;33021C000
19;79014;46149;172940;33011A400
36;95523;29313;169986;33021F29-
5;91136;31983;174708;33021A091
66;85102;56092;164447;33029A10-
33;79340;45637;172197;33011A001
46;79418;42974;177164;33011D099
227;78845;41833;172488;33011G001
3;79277;44293;171552;33011A112
6;91080;35326;173234;33021A011
14;79005;46241;172851;33011A400
191;85102;55828;164990;33029A10-
5;92775;27546;180103;33021E00-
13;79255;45610;171760;33011A011
1;94026;52533;167352;33037E09-
43;87590;41484;160883;33039D00-
96;79034;45719;170872;33011A182
25;90812;43185;164313;33039A091
27;79305;45765;172491;33011A02-
113;91054;31957;170782;33021A082
7;91019;35877;172642;33021A494
18;85110;56993;164413;33029A04-
