house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
135;99712;103894;208740;43002B090
44;63935;111121;210259;43018A012
33;104545;98163;218394;43014E000
214;104372;84573;210416;43010A422
215;86595;92722;207838;43005A072
61;86695;94838;208243;43005A401
19;103559;83023;216234;43010B09-
2;99685;101893;209266;43002B000
129;63909;109590;210046;43018A101
18;99670;101551;213270;43002C000
123;104532;98236;220582;43014E090
35;86492;95232;208406;43005A401
16;96461;104843;216435;43002D091
6;100861;90648;214777;43014A00-
115;86666;93536;207785;43005A03-
48;63982;111452;210251;43018A012
42;99678;101808;216008;43002C29-
40;86482;94353;209246;43005A01-
9;86534;94766;208863;43005A401
40;97612;98466;209645;43007B00-
111;86579;94200;208877;43005A01-
100;104399;87325;206828;43010A19-
66;86507;91741;209438;43005A303
29;63869;111449;210146;43018A012
33;86643;94219;207619;43005A03-
27;104565;95490;219960;43014D00-
47;97643;97899;208333;43007B022
57;98815;95527;213683;43007A09-
7;96421;105022;216564;43002D00-
40;86535;93674;208177;43005A03-
1;95890;106839;212722;43002A032
6;99973;95726;215481;43014C10-
43;104566;97339;217739;43014E090
3;99653;105192;207783;43002B090
27;86680;94316;208085;43005A03-
54;99727;101404;213287;43002C000
16;95892;108969;213752;43002A09-
43;104322;86010;212634;43010A03-
18;63972;109383;209725;43018A142
113;99712;103079;209114;43002B000
23;95881;107128;212701;43002A032
62;86681;93790;208647;43005A00-
53;63891;109515;210685;43018A12-
58;104290;81194;211413;43010A212
49;97634;97604;208677;43007B022
76;86612;95057;207188;43005A292
18;86501;94800;209080;43005A401
26;63912;110849;210622;43018A033
196;63982;112748;210515;43018A081
40;63934;109184;210219;43018A12-
31;86674;94072;208595;43005A01-
3;63829;111255;209786;43018A044
2;95879;106668;213634;43002A001
33;86605;94197;208519;43005A01-
222;86695;95461;208179;43005A022
7;103075;88359;210953;43010C00-
4;86645;91911;208930;43005A303
8;104559;98072;218715;43014E000
135;86650;95413;209564;43005A081
52;100822;90843;215101;43014A00-
64;99974;97240;216114;43014C091
22;86526;92004;209819;43005A303
94;86546;93565;208390;43005A041
2;86532;92994;208511;43005A041
53;104372;85014;211197;43010A402
3;63977;109951;209664;43018A142
7;63902;111770;210404;43018A052
21;103547;82269;215514;43010B09-
17;103120;88361;210261;43010C00-
45;97638;99224;209007;43007B091
14;104317;85828;211411;43010A001
31;63913;110781;209919;43018A020
38;104552;96511;219816;43014D09-
5;63917;110035;209042;43018A111
10;99665;103091;214049;43002C090
4;104337;84451;210843;43010A422
72;99727;101319;213218;43002C000
5;63956;111838;210314;43018A052
247;63909;108976;210483;43018A12-
49;99722;97218;215660;43002C11-
34;86502;94336;208962;43005A01-
1;103080;88686;210907;43010C00-
26;100845;94572;214542;43014A09-
62;63935;111087;210338;43018A012
39;96457;103977;215750;43002D091
75;98815;95675;213943;43007A09-
66;98837;97133;212278;43007A001
7;95857;107705;213817;43002A001
28;104339;86176;208426;43010A101
111;86536;94617;208889;43005A401
36;99670;101572;213141;43002C000
52;103065;88355;210480;43010C00-
27;100820;90581;214873;43014A00-
47;104416;84667;208173;43010A19-
32;103098;90358;205627;43010C191
70;100822;90935;215070;43014A00-
3;104419;88034;214880;43010A39-
