house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
34;36476;256808;97682;82037D00-
16;27822;241973;73654;82036E01-
1;34630;263331;98746;82037C210
83;35783;260602;102489;82037A00-
70;20666;246666;77195;82003A03-
74;20666;246686;77176;82003A03-
21;20677;246918;78201;82003A12-
8;32381;251204;95123;82014F19-
15;20547;246411;77535;82003A03-
16;20547;246296;77586;82003A10-
1;20674;246622;77199;82003A020
3;20674;246595;77187;82003A020
5;20674;246570;77175;82003A020
22;20663;252882;86972;82003D59-
282;20608;251169;78256;82003B512
13;41556;260204;109647;82032A00-
107;29546;244688;64018;82009C20-
111;29546;244726;63990;82009C20-
28;41383;259250;114383;82032D00-
35;20642;246724;77005;82003A020
37;20642;246734;76982;82003A020
34;41534;261474;108910;82032A20-
44;41511;252626;105527;82032C40-
3;41383;259461;113965;82032D00-
2;32626;251596;92227;82014A00-
1;41533;260153;109180;82032A00-
10;41533;260111;109163;82032A00-
21;41533;260111;109098;82032A00-
32;20706;246390;77401;82003A03-
8;27831;235991;67315;82036A000
17;34611;263229;98909;82037C210
27;36009;256891;99318;82037E10-
43;41533;259976;108797;82032A00-
53;41533;259955;108731;82032A01-
59;41533;259952;108713;82032A01-
6;41533;260113;109179;82032A00-
65;41533;259939;108680;82032A01-
8;41528;247487;105196;82032C59-
23;32384;250705;96738;82014F312
26;27832;241615;69887;82036D390
150;35782;260985;102168;82037A212
43;41370;258505;113866;82032D30-
21;34605;262649;98482;82037C222
37;34605;262965;98721;82037C222
13;41502;259930;108571;82032A01-
5;41502;259932;108618;82032A01-
48;20642;246925;76657;82003A020
55;20642;246825;76745;82003A020
9;20642;246678;77102;82003A020
138;20609;247238;79145;82003D600
175;20710;246675;76239;82003A22-
16;41527;259550;107358;82032A40-
1;32613;243473;95529;82014C001
10;32608;251251;92253;82014A02-
50;32608;251356;93345;82014F29-
18;32628;251615;92067;82014A00-
25;32628;251576;92142;82014A00-
30;41559;260539;110162;82032A020
40;32628;251597;92162;82014A00-
30;20555;246452;77339;82003A03-
32;20555;246439;77328;82003A03-
46;20555;246355;77239;82003A20-
52;20555;246322;77213;82003A20-
73;20555;246136;77079;82003A20-
12;32600;244743;93528;82014C10-
62;35483;266293;102261;82037B00-
3;35485;266920;99512;82037B10-
1;41543;260441;109344;82032A00-
4;41543;260471;109294;82032A00-
28;41540;259570;107251;82032A40-
2;34603;261018;95632;82037C00-
122;29518;245992;59933;82009A30-
71;20692;247351;78762;82003A12-
189;20710;246700;76076;82003A22-
28;27880;234065;66001;82036F20-
134;29538;244734;63923;82009C20-
26;41489;248694;106267;82032C50-
35;20547;246368;77550;82003A03-
59;20617;249363;78191;82003B49-
203;20645;249747;84652;82003D00-
6;27863;244929;72217;82036D10-
7;27864;242356;74950;82036E10-
150;20640;246831;77808;82003A01-
154;20640;246835;77819;82003A01-
3;33798;248422;88246;82014B09-
4;33798;248375;88294;82014B00-
34;36816;245632;95687;82014D00-
36;36816;245619;95688;82014D00-
246;20617;250736;78286;82003B512
47;33803;246587;87867;82014B10-
1;41496;259630;107203;82032A40-
4;32614;251697;91978;82014A00-
10;20637;246788;77683;82003A020
43;20637;246820;77748;82003A00-
44;41486;251043;105745;82032C300
186;20640;246879;77874;82003A01-
24;27829;241199;68338;82036D60-
40;41508;260439;109133;82032A00-
8;32391;249753;96181;82014F301
17;32619;251490;91987;82014A01-
3;32619;251554;92134;82014A00-
2;32394;246783;102600;82014E29-
6;32394;246484;102522;82014E20-
27;36827;247321;95502;82014D09-
200;20640;246901;77901;82003A01-
59;20706;246215;77375;82003A03-
25;20617;248918;78248;82003B49-
73;20692;247343;78782;82003A12-
75;20692;247304;78814;82003A12-
77;20692;247282;78820;82003A12-
18;20706;246403;77435;82003A03-
34;33801;247369;90847;82014B39-
227;20617;250541;78297;82003B512
15;20613;249797;77045;82003B39-
2;27796;236522;67400;82036A000
21;35779;262553;104537;82037A100
27;20573;246633;77687;82003A00-
39;20573;246644;77716;82003A00-
71;20599;247102;77424;82003A020
23;20693;246833;77951;82003A01-
25;20693;246837;77974;82003A01-
36;35779;262847;104709;82037A100
2;41515;260315;109439;82032A00-
53;34625;261198;94400;82037C00-
56;34625;261220;94511;82037C00-
1;34599;261121;95437;82037C00-
6;20601;244974;77263;82003A0PA
64;20568;247915;83237;82003D20-
2;20571;246713;77516;82003A020
113;20572;247930;77914;82003A0PA
6;41515;260295;109416;82032A00-
19;41532;260278;108907;82032A00-
34;41530;259411;109596;82032A50-
2;37451;232234;84826;82038C682
9;34630;263407;98812;82037C210
3;41488;259202;109644;82032A50-
1;41491;260224;109546;82032A00-
81;27822;240981;73110;82036E01-
1;27787;240816;73966;82036E000
10;41491;260191;109556;82032A00-
12;41491;260192;109548;82032A00-
23;41491;260190;109303;82032A00-
10;34626;263137;98952;82037C210
33;41491;260180;109267;82032A00-
44;41491;260179;109423;82032A00-
5;41491;260214;109514;82032A00-
54;41491;260162;109288;82032A00-
1;35485;266802;99431;82037B10-
4;34600;262132;98174;82037C201
6;34600;262145;98186;82037C201
12;34626;263149;98941;82037C210
2;34626;263057;99056;82037C210
61;27821;235730;67104;82036A000
2;20572;247108;77881;82003A020
34;20572;247323;77894;82003A020
513;20607;245756;79584;82003A60-
557;20607;245749;79559;82003A60-
