house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
11;99074;49562;211717;35013D522
45;117330;56416;203109;35006B001
3;99359;48011;212449;35013E400
6;98973;50614;214756;35013B332
15;112372;54680;208964;35014A00-
61;99504;46045;212009;35013F200
84;111095;52680;214812;35002A00-
29;111073;50849;213477;35002A172
74;112438;54728;211314;35014A03-
31;98913;48453;211380;35013E000
18;99299;48360;214361;35013A02-
22;99181;51540;212995;35013B37-
49;98918;48012;212958;35013A42-
9;99061;49429;211739;35013D522
158;102644;60282;218701;35029B090
7;99319;48761;212392;35013D533
19;117374;55612;198986;35006A043
43;98886;48624;213838;35013A201
24;99024;45690;212275;35013F71-
3;106152;37589;206217;35011H11-
9;102097;56809;218688;35029A10-
7;102617;57140;218835;35029B10-
120;112445;56344;207250;35014C00-
13;106062;43657;206006;35011G000
10;112413;54465;209206;35014A00-
108;102166;54949;217630;35029A20-
48;112316;55160;209094;35014A010
5;99304;48577;212748;35013A13-
11;99048;50350;214204;35013B301
93;115076;48014;203736;35005C012
6;102627;59289;219183;35029B090
64;99190;48049;212857;35013A42-
31;98954;48193;214002;35013A211
7;102107;55003;217514;35029A20-
46;102134;54404;216251;35029A20-
77;99539;46691;212129;35013F200
85;99064;47606;212482;35013A622
2;102133;58374;216725;35029B000
2;111189;51621;216142;35002A21-
8;98993;47875;213748;35013A532
10;105851;41816;209531;35011A00-
46;99343;47572;212920;35013A522
84;99120;48869;214152;35013A001
21;102624;58433;216873;35029B000
221;105815;40585;209292;35011A052
31;99419;48885;214514;35013A001
39;99430;47024;212909;35013A511
3;111213;54855;212807;35002A09-
61;99152;52039;210958;35013C022
14;105863;42149;209579;35011A00-
430;98947;47782;212255;35013E42-
93;99323;47476;212673;35013A522
51;112469;55593;206361;35014D022
75;98865;48628;214378;35013A02-
274;98905;48225;212415;35013E411
318;111101;51824;216096;35002A20-
2;112477;56613;208412;35014B00-
185;99388;47482;213346;35013A501
94;117280;55499;198165;35006A091
37;114950;51731;206025;35005A00-
2;106235;37024;205287;35011J00-
9;102163;56280;217504;35029A132
673;98947;47392;210622;35013E010
235;99160;48812;212865;35013A13-
11;117362;55917;203246;35006B001
16;98960;48865;212810;35013A13-
138;99278;47912;212159;35013E42-
51;105455;45753;208163;35011C001
4;102018;56364;219063;35029A12-
22;99518;48127;213385;35013A44-
51;114927;49895;208206;35005D000
43;99388;47862;213613;35013A501
37;102671;57495;219117;35029B10-
42;106182;36880;205364;35011J00-
50;102050;60542;221873;35029C01-
12;98868;52456;210616;35013C022
13;114998;47798;203938;35005C099
33;106199;37070;205305;35011H121
145;117367;57304;202252;35006B091
38;111164;53376;216700;35002A311
3;115051;54100;205958;35005A283
4;111239;51985;213512;35002A122
44;99191;48117;213071;35013A42-
29;111153;51930;215928;35002A20-
139;98898;46448;213233;35013F721
9;106157;38206;207602;35011H20-
9;102079;56836;218842;35029A10-
102;112445;56166;207184;35014C00-
13;98954;48158;214049;35013A211
12;102143;56259;217372;35029A132
11;117299;58212;206101;35006C00-
77;106055;42267;206988;35011G09-
48;98919;48219;212988;35013A43-
37;99116;44707;211620;35013F900
2;101920;60555;222183;35029C01-
18;117296;55910;203486;35006B001
34;102013;55549;218135;35029A11-
43;115044;51189;205113;35005A01-
25;99229;48169;213382;35013A44-
10;99365;49841;212837;35013D30-
32;105863;42178;209470;35011A00-
3;99109;48295;213824;35013A201
