house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
6;91156;35031;172472;33021A021
43;79167;44890;170255;33011A121
135;79011;46665;172673;33011A331
13;91131;35180;172637;33021A021
5;78847;40977;172942;33011G001
4;85127;57582;164362;33029A04-
2;90800;41728;164545;33039A091
67;92716;29250;177264;33021D00-
63;93976;55868;177116;33037B012
37;79212;45717;172963;33011A421
1;79176;45465;172428;33011A02-
2;79124;46131;172854;33011A400
30;85225;55514;164364;33029A10-
2;87080;44766;166466;33039B090
461;78971;49577;171653;33011L081
32;90843;46519;162253;33016A09-
25;87576;41205;160416;33039D00-
6;79445;48984;179445;33040A09-
19;79117;46126;172142;33011A301
478;79181;42045;169062;33011H00-
24;90898;35090;165161;33039G19-
297;79212;47011;173805;33011C000
6;85269;57465;164588;33029A04-
4;90906;37449;164679;33039F00-
46;92744;27449;179439;33021E190
1;85087;58024;164289;33029A05-
21;90855;35574;165755;33039G09-
22;85156;59607;169200;33029B091
100;94028;52380;174978;33037A00-
30;91082;34700;172553;33021A021
14;93981;55607;178350;33037B091
8;79179;45656;172336;33011A001
14;79108;41733;168789;33011H00-
31;79485;48279;179517;33040A001
3;79292;45656;172483;33011A02-
13;85268;55556;164513;33029A10-
51;90964;34970;173295;33021A312
421;78832;40981;172745;33011G001
67;79199;46394;172617;33011A331
12;92763;28539;176733;33021D089
20;94084;51462;172591;33037A283
70;85231;56850;164418;33029A20-
113;90854;39508;166706;33039H20-
8;79360;43434;177116;33011D099
9;90976;32966;173178;33021A091
18;85104;58878;168185;33029B043
24;79408;48338;179442;33040A001
120;87597;40339;159408;33039D091
7;79474;51183;179565;33040C09-
7;78990;46388;172882;33011A400
81;93976;55963;177079;33037B012
279;79212;46949;173776;33011C000
95;91032;33094;171332;33021A433
12;85225;55625;164318;33029A10-
108;94093;50812;171429;33037A283
31;95522;26935;173842;33021F000
28;79489;48308;179024;33040A012
109;79322;44605;172912;33011A201
49;90953;34082;172531;33021A00-
151;91097;33256;173122;33021A332
98;85133;56664;164956;33029A21-
14;85084;57781;164532;33029A05-
18;85260;58813;167161;33029B001
70;85206;56283;164614;33029A113
40;79503;48382;179274;33040A001
42;85244;58666;167452;33029B001
184;85244;57381;168113;33029B091
18;93951;52922;174561;33037A00-
30;90995;34200;172856;33021A00-
234;90977;35601;172871;33021A011
14;87751;37982;162852;33039E00-
64;92744;27034;178844;33021E10-
27;79142;45296;172036;33011A001
8;79021;45812;171355;33011A182
88;79204;42849;174046;33011B00-
55;85170;57490;164529;33029A04-
5;85240;57460;164730;33029A04-
1;79247;46073;172214;33011A301
20;79114;45404;172539;33011A02-
260;94044;49684;174076;33037A081
14;93985;53838;175842;33037B112
5;79085;47008;172331;33011A322
12;79458;48069;178959;33040A001
10;78800;38029;171185;33011G29-
93;91114;32674;174999;33021A091
6;85272;59132;167114;33029B001
16;85192;57049;165096;33029A21-
9;86971;42957;162898;33039C091
443;78971;48912;171753;33011L081
17;79102;45838;172798;33011A421
310;85099;59663;164282;33029A091
13;90999;34707;171983;33021A021
