house_number_sans_lettre;street_id_phaco;x_31370;y_31370;cd_sector
38;132018;225826;160344;73083L00-
1;138489;224238;170123;73040D091
84;141799;220232;161439;73022K09-
31;76508;214787;173178;73001A182
56;138446;221971;171831;73040E112
28;138222;218696;166649;73009A019
3;64996;242818;186566;73107C101
23;144352;231245;175718;73006C001
25;65160;242589;186258;73107C101
122;141781;212613;158905;73022L000
14;65572;241747;167929;73066E00-
54;143899;238658;175771;73042A091
6;144526;230618;169974;73006M000
32;132185;225442;162531;73083B012
50;132012;226322;163492;73083A503
2;144407;230536;174878;73006A030
5;132166;228774;159610;73083K10-
10;143747;238617;174018;73042D012
50;144497;237593;171547;73006H00-
82;76416;213383;174232;73001A192
44;135058;218501;171657;73098A022
31;141804;215189;164028;73022F09-
5;144627;231177;170206;73006M000
13;143687;242353;178948;73042B032
62;138290;215431;166658;73009M00-
11;65377;237955;165640;73066F012
1;132324;225467;162396;73083B012
5;141261;227343;168050;73032D183
60;65577;242002;167564;73066E00-
4;138264;218399;166063;73009A00-
48;65189;243019;186008;73107C112
438;132353;227326;166906;73083D001
32;65120;246020;188474;73107E090
331;65238;246777;182905;73107G10-
18;76439;216719;173971;73001A034
18;138223;221777;164511;73009F00-
43;132063;227846;164252;73083A022
20;144227;234784;174914;73006F01-
3;132320;228399;162452;73083A472
20;143835;237538;175936;73042E00-
48;141319;228287;174065;73032A10-
34;143821;238253;173211;73042D00-
1;141822;215981;160444;73022A012
4;132326;224168;164466;73083P00-
130;143910;241952;175988;73042A112
10;144578;230406;174945;73006A030
49;138179;221563;169036;73009D012
22;143998;238856;174890;73042E11-
27;76490;215886;174175;73001A001
43;132126;225844;159895;73083L00-
30;143668;243383;179779;73042B022
10;76491;216018;173833;73001A001
13;144202;231227;176731;73006C011
25;141779;213962;161983;73022G082
61;65211;245812;188327;73107E090
35;138231;215110;167320;73009M00-
18;132110;227146;163441;73083A434
304;132199;231785;162922;73083G00-
8;135074;218559;170588;73098A191
4;141368;228243;170873;73032A023
6;76487;216760;174741;73001A012
194;132104;228789;164444;73083A112
32;132248;230887;162868;73083J000
6;138468;225269;169632;73040D091
30;65557;234832;167246;73066B00-
64;138280;221871;166669;73009E000
10;65242;244182;181989;73107G29-
611;64917;241040;182025;73107B0AP
408;65064;241510;185657;73107A330
29;143978;238791;173956;73042D012
11;141326;228545;171192;73032A023
7;138474;224609;170574;73040D00-
10;144523;230302;178647;73006A373
6;144540;235107;171094;73006J00-
13;132015;227803;164314;73083A022
142;76414;214516;175696;73001A291
20;132410;227746;163084;73083A401
581;132105;224989;166767;73083R00-
29;143664;243161;180245;73042B022
104;76384;219061;173561;73001A497
65;132262;226470;164347;73083A202
17;64862;242963;188367;73107D201
11;144634;235230;173637;73006G000
13;143847;240083;176377;73042A001
87;65220;244180;187175;73107D000
19;132154;231290;164020;73083G100
18;132342;226165;160528;73083L00-
10;144482;237520;171115;73006H00-
40;132238;227849;163626;73083A401
502;132113;229525;160001;73083K013
6;141290;228142;172041;73032A000
97;65155;242391;184967;73107A101
17;141713;214923;163590;73022F09-
49;132148;223602;159568;73083M00-
158;132149;225905;167283;73083C00-
25;76414;215554;176397;73001A211
14;76403;213872;173756;73001A101
57;132011;226124;163233;73083A592
1;141780;215891;160853;73022A001
71;143792;238199;176560;73042A042
10;141333;226120;169242;73032D00-
185;141828;215846;160219;73022A001
3;144411;228490;177428;73006B102
2;144478;227504;176484;73006B001
60;132367;227467;164512;73083A011
14;132185;225581;162402;73083B012
2;144264;233634;169986;73006L000
13;138326;219641;165746;73009A08-
14;144400;231714;176096;73006C001
14;138322;218789;166903;73009A019
13;141249;228427;170905;73032A023
41;144465;231393;177402;73006C011
7;143859;241833;178270;73042C012
10;144412;235062;174868;73006F01-
49;144653;232180;171866;73006N000
415;76414;212390;173418;73001A191
166;76466;213076;177483;73001A300
179;138199;220085;165731;73009A032
32;65572;241941;167979;73066E00-
23;143783;241334;175829;73042A112
47;144415;228214;177238;73006B102
10;65263;246497;182685;73107G10-
7;64994;242628;185622;73107A302
93;76518;217535;173869;73001A034
33;143791;238805;170541;73042D100
6;144236;230402;177001;73006A302
8;65548;236345;169942;73066C000
263;141738;217195;163355;73022E090
4;144543;230958;170480;73006M099
56;132296;224128;159039;73083M00-
26;132158;228342;164437;73083A132
134;141731;212543;159298;73022L000
48;138299;214302;167232;73009M00-
8;144503;231505;177143;73006C011
13;76381;215662;174380;73001A001
64;64908;242655;184492;73107A101
84;65040;242782;185800;73107A302
7;135087;216948;172083;73098A393
9;64873;242257;186311;73107A315
22;138422;224502;173270;73040C00-
39;65195;246816;188702;73107F000
17;143827;242020;176035;73042A112
16;143821;238351;173293;73042D00-
592;64917;241312;183239;73107B01-
64;65519;236903;164101;73066G100
5;76497;216454;174839;73001A0AA
70;143769;242334;178600;73042C001
29;65597;233823;165054;73066H00-
79;65155;242471;184907;73107A101
30;65495;238872;170271;73066C082
8;144260;230630;169502;73006M012
14;65017;243954;184447;73107A001
3;143871;239579;176651;73042A032
1;135062;216936;171089;73098A393
