"id";"secteurstatistique_code";"secteurstatistique_nom_fr";"secteurstatistique_nom_nl";"quartier_code";"quartier_nom_fr";"quartier_nom_nl";"commune_code";"commune_nom_fr";"commune_nom_nl"
644;"21016A32K";CHAUSSEE DE WATERLOO-EST;STEENWEG OP WATERLOO-OOST;110;FORT JACO;FORT JACO;21016;UCCLE;UKKEL
645;"21016A33K";CHAUSSEE DE WATERLOO-OUEST;STEENWEG OP WATERLOO-WEST;110;FORT JACO;FORT JACO;21016;UCCLE;UKKEL
646;"21016A34K";FOND;VRONERODE;111;VIVIER D'OIE;DIESDELLE;21016;UCCLE;UKKEL
647;"21016A52K";VERREWINKEL;VERREWINKEL;112;KRIEKENPUT - HOMBORCH - VERREWINKEL;KRIEKENPUT - HOMBORCH - VERREWINKEL;21016;UCCLE;UKKEL
648;"21016A61K";ENGELAND;ENGELAND;112;KRIEKENPUT - HOMBORCH - VERREWINKEL;KRIEKENPUT - HOMBORCH - VERREWINKEL;21016;UCCLE;UKKEL
649;"21016A620";KRIEKENPUT;KRIEKENPUT;112;KRIEKENPUT - HOMBORCH - VERREWINKEL;KRIEKENPUT - HOMBORCH - VERREWINKEL;21016;UCCLE;UKKEL
650;"21016A639";HOMBORCH;HOMBORCH;112;KRIEKENPUT - HOMBORCH - VERREWINKEL;KRIEKENPUT - HOMBORCH - VERREWINKEL;21016;UCCLE;UKKEL
651;"21016A40K";SAINT-JOB;SINT-JOB;113;SAINT-JOB KAUWBERG;SINT-JOB KAUWBERG;21016;UCCLE;UKKEL
652;"21016A41K";ALPHONSE XIII;ALPHONSE XIII;113;SAINT-JOB KAUWBERG;SINT-JOB KAUWBERG;21016;UCCLE;UKKEL
653;"21016A429";CARLOO;CARLOO;113;SAINT-JOB KAUWBERG;SINT-JOB KAUWBERG;21016;UCCLE;UKKEL
654;"21016A49K";KAUWBERG-ENGELAND;KAUWBERG-ENGELAND;113;SAINT-JOB KAUWBERG;SINT-JOB KAUWBERG;21016;UCCLE;UKKEL
655;"21016A49L";DOLEZ (AVENUE);DOLEZLAAN;113;SAINT-JOB KAUWBERG;SINT-JOB KAUWBERG;21016;UCCLE;UKKEL
656;"21016A49M";JACQUELINE HARPMAN (AVENUE);JACQUELINE HARPMANLAAN;113;SAINT-JOB KAUWBERG;SINT-JOB KAUWBERG;21016;UCCLE;UKKEL
657;"21016A01K";DIEWEG;DIEWEG;114;DIEWEG;DIEWEG;21016;UCCLE;UKKEL
658;"21016A44-";PECHERIE;VISSERIJ;114;DIEWEG;DIEWEG;21016;UCCLE;UKKEL
659;"21016A533";MOENSBERG;MOENSBERG;115;KALEVOET - MOENSBERG;KALEVOET - MOENSBERG;21016;UCCLE;UKKEL
660;"21016A60K";BOURDON;HORZEL;115;KALEVOET - MOENSBERG;KALEVOET - MOENSBERG;21016;UCCLE;UKKEL
661;"21016A64K";MOLENSTEEN;MOLENSTEEN;115;KALEVOET - MOENSBERG;KALEVOET - MOENSBERG;21016;UCCLE;UKKEL
662;"21016A65K";ALSEMBERG-SUD;ALSEMBERG-ZUID;115;KALEVOET - MOENSBERG;KALEVOET - MOENSBERG;21016;UCCLE;UKKEL
663;"21016A701";MERLO;MERLO;115;KALEVOET - MOENSBERG;KALEVOET - MOENSBERG;21016;UCCLE;UKKEL
664;"21016A71K";KEIENBEMPT;KEIENBEMPT;115;KALEVOET - MOENSBERG;KALEVOET - MOENSBERG;21016;UCCLE;UKKEL
665;"21016A72K";MELKRIEK;MELKRIEK;115;KALEVOET - MOENSBERG;KALEVOET - MOENSBERG;21016;UCCLE;UKKEL
666;"21016A731";ROETAERT;ROETAERT;115;KALEVOET - MOENSBERG;KALEVOET - MOENSBERG;21016;UCCLE;UKKEL
667;"21016A772";ZWARTEBEEK;ZWARTEBEEK;115;KALEVOET - MOENSBERG;KALEVOET - MOENSBERG;21016;UCCLE;UKKEL
668;"21016A00K";GLOBE-EST;GLOBE-OOST;116;GLOBE;GLOBE;21016;UCCLE;UKKEL
669;"21016A02K";ALSEMBERG-NORD;ALSEMBERG-NOORD;116;GLOBE;GLOBE;21016;UCCLE;UKKEL
670;"21016A03K";COGHEN;COGHEN;116;GLOBE;GLOBE;21016;UCCLE;UKKEL
671;"21016A90K";CENTRE-OUEST;CENTRUM-WEST;116;GLOBE;GLOBE;21016;UCCLE;UKKEL
672;"21016A91K";GLOBE-OUEST;GLOBE-WEST;116;GLOBE;GLOBE;21016;UCCLE;UKKEL
673;"21016A92K";WOLVENBERG;WOLVENBERG;116;GLOBE;GLOBE;21016;UCCLE;UKKEL
674;"21016A954";VOSSEGAT-EST;VOSSEGAT-OOST;116;GLOBE;GLOBE;21016;UCCLE;UKKEL
675;"21007A111";MESSIDOR I;MESSIDOR I;117;VOSSEGAT - ROOSENDAAL;VOSSEGAT - ROOSENDAAL;21007;FOREST;VORST
676;"21007A12-";HAVESKERCKE;HAVESKERKE;117;VOSSEGAT - ROOSENDAAL;VOSSEGAT - ROOSENDAAL;21007;FOREST;VORST
677;"21007A132";DENAYER (RUE);DENAYERSTRAAT;117;VOSSEGAT - ROOSENDAAL;VOSSEGAT - ROOSENDAAL;21007;FOREST;VORST
678;"21007A201";ROOSENDAEL (RUE);ROOSENDAALSTRAAT;117;VOSSEGAT - ROOSENDAAL;VOSSEGAT - ROOSENDAAL;21007;FOREST;VORST
679;"21007A21-";MAGNANERIE;MAGNANERIE;117;VOSSEGAT - ROOSENDAAL;VOSSEGAT - ROOSENDAAL;21007;FOREST;VORST
680;"21007A242";GLOBE;GLOBE;117;VOSSEGAT - ROOSENDAAL;VOSSEGAT - ROOSENDAAL;21007;FOREST;VORST
681;"21007A252";MESSIDOR II;MESSIDOR II;117;VOSSEGAT - ROOSENDAAL;VOSSEGAT - ROOSENDAAL;21007;FOREST;VORST
682;"21007A291";FOREST NATIONAL - STADE;VORST NATIONAAL - STADION;117;VOSSEGAT - ROOSENDAAL;VOSSEGAT - ROOSENDAAL;21007;FOREST;VORST
683;"21016A933";VOSSEGAT-OUEST;VOSSEGAT-WEST;117;VOSSEGAT - ROOSENDAAL;VOSSEGAT - ROOSENDAAL;21016;UCCLE;UKKEL
684;"21007A00K";CENTRE SAINT-DENIS;CENTRUM SINT-DENIJS;118;SAINT-DENIS - NEERSTALLE;SINT-DENIJS - NEERSTALLE;21007;FOREST;VORST
685;"21007A01-";CURE D'ARS;PASTOOR ARSWIJK;118;SAINT-DENIS - NEERSTALLE;SINT-DENIJS - NEERSTALLE;21007;FOREST;VORST
686;"21007A02-";STUART MERRIL;STUART MERRIL;118;SAINT-DENIS - NEERSTALLE;SINT-DENIJS - NEERSTALLE;21007;FOREST;VORST
687;"21007A03-";FOYER FORESTOIS - FAMILLE;VORSTSE HAARD - FAMILIE;118;SAINT-DENIS - NEERSTALLE;SINT-DENIJS - NEERSTALLE;21007;FOREST;VORST
688;"21007A04-";FOYER FORESTOIS - MADELON;VORSTSE HAARD - MADELON;118;SAINT-DENIS - NEERSTALLE;SINT-DENIJS - NEERSTALLE;21007;FOREST;VORST
689;"21007A05K";NEERSTALLE;NEERSTALLE;118;SAINT-DENIS - NEERSTALLE;SINT-DENIJS - NEERSTALLE;21007;FOREST;VORST
690;"21007A06-";KATANGA;KATANGA;118;SAINT-DENIS - NEERSTALLE;SINT-DENIJS - NEERSTALLE;21007;FOREST;VORST
691;"21006A48-";CIMETIERE BRUXELLES;KERKHOF BRUSSEL;700;CIMETIERE DE BRUXELLES;KERKHOF BRUSSEL;21006;EVERE;EVERE
692;"21009A29-";CIMETIERE;KERKHOF;701;CIMETIERE D'IXELLES;KERKHOF ELSENE;21009;IXELLES;ELSENE
693;"21016A69K";CIMETIERE - ST.-GILLES;KERKHOF - ST.-GILLES;702;CIMETIERE SAINT-GILLES;KERKHOF SINT-GILLIS;21016;UCCLE;UKKEL
694;"21004D6MJ";QUAI DES USINES-MONNOYER;FABRIEKSKAAI-MONNOYER;800;INDUSTRIE NORD;INDUSTRIE NOORD;21004;BRUXELLES;BRUSSEL
695;"21004F57K";MARLY-SUD;MARLY-ZUID;800;INDUSTRIE NORD;INDUSTRIE NOORD;21004;BRUXELLES;BRUSSEL
696;"21004F970";MARLY-NORD;MARLY-NOORD;800;INDUSTRIE NORD;INDUSTRIE NOORD;21004;BRUXELLES;BRUSSEL
697;"21004F9MK";NEDER-HEEMBEEK-NORD;NEDER-HEEMBEEK-NOORD;800;INDUSTRIE NORD;INDUSTRIE NOORD;21004;BRUXELLES;BRUSSEL
698;"21004F9ML";BRUYN (RUE);BRUYNSTRAAT;800;INDUSTRIE NORD;INDUSTRIE NOORD;21004;BRUXELLES;BRUSSEL
699;"21004G371";GARE DE FORMATION;VORMINGSSTATION;800;INDUSTRIE NORD;INDUSTRIE NOORD;21004;BRUXELLES;BRUSSEL
700;"21006A073";GARE DE FORMATION;VORMINGSSTATION;800;INDUSTRIE NORD;INDUSTRIE NOORD;21006;EVERE;EVERE
701;"21004G3NK";HAREN-SUD;HAREN-ZUID;801;INDUSTRIE OTAN;INDUSTRIE NATO;21004;BRUXELLES;BRUSSEL
702;"21004G3NL";EUROCONTROL;EUROCONTROL;801;INDUSTRIE OTAN;INDUSTRIE NATO;21004;BRUXELLES;BRUSSEL
703;"21004G3NM";BOURGET (AVENUE DU);BOURGETLAAN;801;INDUSTRIE OTAN;INDUSTRIE NATO;21004;BRUXELLES;BRUSSEL
704;"21006A37-";ZONE INDUSTRIELLE;INDUSTRIEZONE;801;INDUSTRIE OTAN;INDUSTRIE NATO;21006;EVERE;EVERE
705;"21002A39-";CHEMIN DE FER;SPOORWEG;802;DELTA;DELTA;21002;AUDERGHEM;OUDERGEM
706;"21002A572";DEPOT METRO;METRO DEPOT;802;DELTA;DELTA;21002;AUDERGHEM;OUDERGEM
707;"21001B3MK";DIGUE DU CANAL;VAARTDIJK;803;INDUSTRIE SUD;INDUSTRIE ZUID;21001;ANDERLECHT;ANDERLECHT
708;"21001B3ML";PETITE ILE - RIVE DROITE;KLEIN EILAND - RECHTEROEVER;803;INDUSTRIE SUD;INDUSTRIE ZUID;21001;ANDERLECHT;ANDERLECHT
709;"21007A07K";BERVOETS;BERVOETS;803;INDUSTRIE SUD;INDUSTRIE ZUID;21007;FOREST;VORST
710;"21007A07L";BOLLINCKX;BOLLINCKX;803;INDUSTRIE SUD;INDUSTRIE ZUID;21007;FOREST;VORST
711;"21007A082";BEMPT;BEMPT;803;INDUSTRIE SUD;INDUSTRIE ZUID;21007;FOREST;VORST
712;"21013A2MJ";GARE DU MIDI;ZUIDSTATION;804;GARE DU MIDI;ZUIDSTATION;21013;SAINT-GILLES;SINT-GILLIS
713;"21001A07-";BIRMINGHAM;BIRMINGHAM;805;INDUSTRIE BIRMINGHAM;INDUSTRIE BIRMINGHAM;21001;ANDERLECHT;ANDERLECHT
714;"21004E180";PARC DE LAEKEN;LAKENPARK;900;DOMAINE ROYAL LAEKEN;KONINKLIJK DOMEIN LAKEN;21004;BRUXELLES;BRUSSEL
715;"21004E292";AVENUE DES CROIX DU FEU;VUURKRUISENLAAN;900;DOMAINE ROYAL LAEKEN;KONINKLIJK DOMEIN LAKEN;21004;BRUXELLES;BRUSSEL
716;"21015A39-";JOSAPHAT (PARC);JOSAPHAT (PARK);901;PARC JOSAPHAT;JOSAPHATPARK;21015;SCHAERBEEK;SCHAARBEEK
717;"21014A18-";JARDIN BOTANIQUE;KRUIDTUIN;902;BOTANIQUE;KRUIDTUIN;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
718;"21004B49-";CINQUANTENAIRE (PARC DU);JUBELPARK;903;CINQUANTENAIRE;JUBELPARK;21004;BRUXELLES;BRUSSEL
719;"21005A29-";CINQUANTENAIRE (PARC);JUBELPARK;903;CINQUANTENAIRE;JUBELPARK;21005;ETTERBEEK;ETTERBEEK
720;"21004B29K";LEOPOLD (PARC);LEOPOLDPARK;904;PARC LEOPOLD;LEOPOLDPARK;21004;BRUXELLES;BRUSSEL
721;"21002A482";VAL DUCHESSE;HERTOGINNENDAL;905;PARC DE LA WOLUWE;PARK VAN WOLUWE;21002;AUDERGHEM;OUDERGEM
722;"21002A49K";WOLUWE PARC;WOLUWE PARK;905;PARC DE LA WOLUWE;PARK VAN WOLUWE;21002;AUDERGHEM;OUDERGEM
723;"21019A09-";WOLUWE (PARC DE);WOLUWEPARK;905;PARC DE LA WOLUWE;PARK VAN WOLUWE;21019;WOLUWE-SAINT-PIERRE;SINT-PIETERS-WOLUWE
724;"21019A28-";ETANGS MELLAERTS;MELLAERTS VIJVERS;905;PARC DE LA WOLUWE;PARK VAN WOLUWE;21019;WOLUWE-SAINT-PIERRE;SINT-PIETERS-WOLUWE
725;"21002A091";TROIS COULEURS;DRIEKLEUREN;906;FORET DE SOIGNES;ZONIENWOUD;21002;AUDERGHEM;OUDERGEM
726;"21002A18-";ROUGE CLOITRE;ROOD KLOOSTER;906;FORET DE SOIGNES;ZONIENWOUD;21002;AUDERGHEM;OUDERGEM
727;"21002A190";FORET DE SOIGNES;ZONIENWOUD;906;FORET DE SOIGNES;ZONIENWOUD;21002;AUDERGHEM;OUDERGEM
728;"21016A383";FORET DE SOIGNES LORRAINE-W.;ZONIENWOUD LOTHARINGEN-WEST;906;FORET DE SOIGNES;ZONIENWOUD;21016;UCCLE;UKKEL
729;"21016A39-";FORET DE SOIGNES LORRAINE-EST;ZONIENWOUD LOTHARINGEN-OOST;906;FORET DE SOIGNES;ZONIENWOUD;21016;UCCLE;UKKEL
730;"21017A09-";FORET DE SOIGNES;ZONIENWOUD;906;FORET DE SOIGNES;ZONIENWOUD;21017;WATERMAEL-BOITSFORT;WATERMAAL-BOSVOORDE
731;"21017A382";FORESTERIE;VORSTERIE;906;FORET DE SOIGNES;ZONIENWOUD;21017;WATERMAEL-BOITSFORT;WATERMAAL-BOSVOORDE
732;"21017A393";ETANGS DE BOITSFORT;VIJVERS VAN BOSVOORDE;906;FORET DE SOIGNES;ZONIENWOUD;21017;WATERMAEL-BOITSFORT;WATERMAAL-BOSVOORDE
733;"21019A492";BOIS;BOS;906;FORET DE SOIGNES;ZONIENWOUD;21019;WOLUWE-SAINT-PIERRE;SINT-PIETERS-WOLUWE
734;"21004C591";CAMBRE (BOIS DE LA);TER KAMERENBOS;907;BOIS DE LA CAMBRE;TER KAMERENBOS;21004;BRUXELLES;BRUSSEL
735;"21016A193";WOLVENDAEL;WOLVENDAAL;908;PARC WOLVENDAEL;WOLVENDAELPARK;21016;UCCLE;UKKEL
736;"21007A783";PARC DE FOREST;PARK VAN VORST;909;PARC DUDEN - PARC DE FOREST;DUDENPARK - PARK VAN VORST;21007;FOREST;VORST
737;"21007A79-";PARC DUDEN;DUDENPARK;909;PARC DUDEN - PARC DE FOREST;DUDENPARK - PARK VAN VORST;21007;FOREST;VORST
738;"21001A49K";ETANGS - PARC;VIJVERS - PARK;910;PARC DES ETANGS;VIJVERSPARK;21001;ANDERLECHT;ANDERLECHT
739;"21001A08-";ASTRID (PARC);ASTRID (PARK);911;PARC ASTRID;ASTRIDPARK;21001;ANDERLECHT;ANDERLECHT
740;"21001A982";PARC FORESTIER;BOSPARK;912;PARC FORESTIER;BOSPARK;21001;ANDERLECHT;ANDERLECHT
741;"21012A29-";MARIE-JOSE (PARC);MARIE-JOSE (PARK);913;PARC MARIE-JOSE;MARIE-JOSEPARK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
742;"21012A39K";DE RAEDT;DE RAEDT;914;SCHEUTBOS;SCHEUTBOS;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
743;"21008A19K";BASILIQUE;BASILIEK;915;PARC ELISABETH;ELISABETHPARK;21008;GANSHOREN;GANSHOREN
744;"21011A29-";PARC ELISABETH;ELISABETHPARK;915;PARC ELISABETH;ELISABETHPARK;21011;KOEKELBERG;KOEKELBERG
745;"21008A29-";RIVIERE MOLENBEEK;MOLENBEEK RIVIER;916;BOIS DU LAARBEEK - POELBOS;LAARBEEKBOS - POELBOS;21008;GANSHOREN;GANSHOREN
746;"21010A49K";LAERBEEK (BOIS DE);LAARBEEKBOS;916;BOIS DU LAARBEEK - POELBOS;LAARBEEKBOS - POELBOS;21010;JETTE;JETTE
747;"21010A092";PARC DE LA JEUNESSE;JEUGDPARK;917;PARC BAUDOUIN - DIELEGEMBOS;BOUDEWIJNPARK - DIELEGEMBOS;21010;JETTE;JETTE
748;"21010A182";DIELEGEM (BOIS DE);DIELEGEMBOS;917;PARC BAUDOUIN - DIELEGEMBOS;BOUDEWIJNPARK - DIELEGEMBOS;21010;JETTE;JETTE
749;"21010A393";SACRE-COEUR;HEILIG HART;917;PARC BAUDOUIN - DIELEGEMBOS;BOUDEWIJNPARK - DIELEGEMBOS;21010;JETTE;JETTE
